strategyId,strategyClass,horizonH,productMixEnabled,targetElectricityShare,targetHydrogenShare,targetComputeShare,planningWindowH,plannedMinimumAllocationFactor,activeRatioHours,maxHourlyShareDeviation,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,auditPass,allHoursOptimal,runStatus,strictPass,relaxedPass,mainConclusionEligible,mainConclusionStatus,informationBoundary,parameterStatus,forecastMode,meanAbsForecastErrorMW,meanForecastSigmaMW,maxBessReserveShortfallMWh,maxH2ReserveShortfallKg,meanPlanShareChangeL1,maxPlanShareChangeL1,planDeadbandHoldHours,planFallbackHours,reserveConstraintRelaxationHours,reliabilityRelaxationHours,normalStateFloorEnforcedHours,maxNormalBessFloorShortfallMWh,maxNormalH2FloorShortfallKg,reserveTargetFallbackHours,surplusRedispatchHours,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,comparisonSet,scenarioId,extremeEventIncluded,stateCarryRule,h2InventoryMinimumPolicy,h2PowerRatedMW,initialBessEnergyMWh,initialH2InventoryKg,principalConclusionEligible,principalConclusionStatus,totalCriticalDemandMWh,criticalServiceRate
model_online_prior_posterior_event_aware,MODEL_CAUSAL_ONLINE_PRIOR_POSTERIOR,8760,0,NaN,NaN,NaN,6,0.8,7892,0.930973599735199,2014114.53319666,1471224.24657075,820860.193520579,300486.065704892,172380.557770682,0.634492678621672,0.232263922921979,0.133243398456348,755191.378038934,5293043.25708814,4541277.38840962,0,4541277.38840962,72000,160454.513276667,542890.286625914,0,547158667.408951,67102843.4722933,-482097743.936658,1,1,PASS_RELAXED,0,1,0,EXCLUDED_RELAXED_FALLBACK,CAUSAL_KALMAN_PRIOR_POSTERIOR_PREVIOUS_OBSERVATION_AND_EVENT_STATE; 6H_ROLLING_FIRST_HOUR_EXECUTION,[假设值，待企业调研校准],KALMAN_PRIOR_POSTERIOR,41.04668562248,195.155539810934,79,0,0.0924719361651921,0.2,1990,311,2,0,8700,0,0,2,43,1365.15623606035,1365.15623606035,ONLINE_PRIOR_POSTERIOR_ONLY,V5_ANNUAL_2025_MULTISOURCE_EXTREME_PROXY_V2,1,PREVIOUS_HOUR_TERMINAL_STATE; NO_EVENT_RESET_OR_INJECTION,PHYSICAL_NONNEGATIVITY_ONLY; NO_OPERATIONAL_FLOOR,30,80,0,0,EXCLUDED_RELAXED_FALLBACK,186782.64,1
