scenarioId,horizonH,windowCount,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,renewableUtilization,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,operatingNetBenefitCNY,auditPass,allWindowsOptimal,evidenceStatus
OPT_FREE_ECON_48H_BLOCK_ROLLING,96,2,22941.654340746,22683.0465375715,6752.42960330575,5145.80325378753,8725.44807467434,0.327411465763353,0.249509448425436,0.423079085811211,6212.23523504129,89736.5725074803,8146.16121336591,258.60780317442,0.988727586976362,0,9940711.11973978,1082917.0077964,-8857794.11194337,8857794.11194337,1,1,[模型仿真结果；48h分块循环库存；参数为假设值，待企业调研校准]
