timeUTC,windSpeedMean10mMS,windSpeedMin10mMS,windSpeedMax10mMS,seaTemperatureC,rigidComputeArrivalMWIT,flexComputeArrivalMWIT,computeBaseFacilityDemandMW,computeFlexibleFacilityMaxMW,computeFullLoadFacilityMW,baseLoadPUEProxy,fullLoadPUEProxy,electricityPriceCNYPerMWh,eventCode,nasaWind50mMS,nasaGhiWhPerM2,nasaAirTemperatureC,tidalSpeedProxyMS,waveHeightAssumptionM
2025-01-25 10:00:00,6.10394167937639,5.62884566175932,6.38954089966771,19.8301035563151,4.03029901524304,1.61211960609722,5.32924949833076,1.18117880938615,7.56394903245565,1.07765903595466,1.0683543831152,360,NORMAL,6.36,0,20.3,0.65,1.5
2025-01-25 11:00:00,6.64767342797124,6.32505739322875,7.1112082687897,19.8208564122518,4.003310328476,1.6013241313904,5.30938259590584,1.17324221852099,7.56381263708071,1.07775897249269,1.06833511823174,360,NORMAL,6.66,0,20.25,0.8,1.5
2025-01-25 12:00:00,7.2168266237405,6.6714570074679,7.76399337404277,19.8116092681885,4.06948367641019,1.62779347056408,5.35776484308794,1.19262675416429,7.56367624170578,1.07744907736794,1.06831585334827,360,NORMAL,6.78,0,20.2,1.2,1.5
2025-01-25 13:00:00,7.72845953441702,7.17330718364101,8.44155749959598,19.8023621241252,3.97951459059333,1.59180583623733,5.29176097739792,1.16622087639757,7.56353984633085,1.07782631534022,1.06829658846481,360,NORMAL,6.75,0,20.17,1.3,1.5
2025-01-25 14:00:00,7.8220354539432,7.2301493934971,8.76558182195961,19.7931149800618,3.99887315656235,1.59954926262494,5.30584744137691,1.17187624413415,7.56340345095591,1.07772086459294,1.06827732358134,360,NORMAL,6.7,0,20.12,1.4,1.5
2025-01-25 15:00:00,7.57807129177837,6.93830792896959,8.65732757211711,19.7838678359985,3.91480528998252,1.56592211599301,5.24417039375036,1.1472027764352,7.56326705558098,1.07807941880031,1.06825805869788,360,NORMAL,6.43,0,20.11,1.5,1.5
2025-01-25 16:00:00,7.22384034500002,6.52547795192824,8.24053724270161,19.7746206919352,3.98334043021939,1.59333617208776,5.29427972416784,1.16727834822051,7.56313066020604,1.07775144943185,1.06823879381441,360,NORMAL,6.06,0,20.16,1.4,1.5
2025-01-25 17:00:00,6.94695565463656,6.23888420925267,7.79616042907318,19.7653735478719,3.77905379215846,1.51162151686338,5.14454616200636,1.10735596468235,7.56299426483111,1.0786709884423,1.06821952893095,620,NORMAL,5.77,0,20.23,1.2,1.5
2025-01-25 18:00:00,6.80157434011833,5.97720720535825,7.52577014974574,19.7561264038086,4.01760290820807,1.60704116328323,5.31918749944971,1.17728202883372,7.56285786945618,1.07756087648488,1.06820026404748,620,NORMAL,5.67,0,20.29,0.55,1.5
2025-01-25 19:00:00,6.70415998121321,5.85232641569997,7.40665035724038,19.7468792597453,3.88805118196428,1.55522047278571,5.2241989660117,1.13927370810691,7.56272147408124,1.07812455416027,1.06818099916402,620,NORMAL,5.85,0,20.32,0.5,1.5
2025-01-25 20:00:00,6.73899382440787,6.01528097522099,7.4244544045576,19.737632115682,3.92655709777373,1.57062283910949,5.25230954830357,1.15054290944086,7.56258507870631,1.07792972163086,1.06816173428055,620,NORMAL,6.36,0,20.3,0.45,1.5
2025-01-25 21:00:00,7.22748999520914,6.50430369095348,7.85340619670621,19.7283849716187,3.93986394763453,1.57594557905381,5.26196223133747,1.1544233421251,7.56244868333138,1.07785024215281,1.06814246939709,620,NORMAL,7.34,0,20.22,0.4,1.5
2025-01-25 22:00:00,6.91161525237039,6.26383298443155,7.64626628595475,19.7191378275553,3.76552875634819,1.50621150253928,5.13418080050197,1.10328874064081,7.56231228795644,1.0786388411614,1.06812320451362,360,NORMAL,8.93,0,19.89,0.45,1.5
2025-01-25 23:00:00,7.39691199585217,6.85308749954273,7.73353074350562,19.709890683492,4.0427866516553,1.61711466066212,5.33715732085519,1.18455759677408,7.56217589258151,1.0773537508332,1.06810393963016,360,NORMAL,10.89,8.9,19,0.55,1.5
