timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive
38,NORMAL,137.803470774166,137.803470774166,91.0076233327896,20,0,83.7270134661664,0,4.96673225599261,0,0,38025.0909758162,3989.11503817137,-44027.1684689113,1,1,mix_E80_H20,0.819832193505828,0.180167806494172,0,1
39,NORMAL,123.966633421327,123.966633421327,77.2324630275771,20,0,71.0538659853709,0,4.90908573172159,0,0,33433.9346205943,3712.37829111459,-39712.7488607462,1,1,mix_E80_H20,0.79430738071165,0.20569261928835,0,1
40,NORMAL,100.171470774166,100.171470774166,57.2420090189989,16.1451820309997,0,52.662648297479,0,4.95608262387035,0,0,26836.5946990276,2998.81671702462,-31903.2590882061,1,1,mix_E80_H20,0.78,0.22,0,1
41,NORMAL,79.9974153312537,79.9974153312537,41.623037952013,11.7398312172344,0,38.2931949158519,0,4.81600085251663,0,0,31549.7812740865,2323.73568130044,-35090.7912915842,1,1,mix_E80_H20,0.78,0.22,0,1
42,NORMAL,70.756,70.756,34.5593137504292,9.74749875012105,0,31.7945686503949,0,4.97957890339303,0,0,27602.4220149414,2016.07553329969,-30455.8033171786,1,1,mix_E80_H20,0.78,0.22,0,1
43,NORMAL,81.34,81.34,42.8889248065109,12.0968762274774,0,39.45781082199,0,4.89074320747165,0,0,32309.2143133696,2372.6000140245,-35979.7252701265,1,1,mix_E80_H20,0.78,0.22,0,1
44,NORMAL,111.328,111.328,66.2576385523233,18.6880518993732,0,60.9570274681374,0,4.91714819932321,0,0,45651.9311299068,3378.72102955445,-51609.0063283993,1,1,mix_E80_H20,0.78,0.22,0,1
45,NORMAL,186.9448,186.9448,125.231213459557,35.3216243091057,0,115.212716382792,0,4.92627377161361,0,0,79295.021043138,25916.5547120287,-71023.7237805762,1,1,mix_E80_H20,0.78,0.22,0,1
46,NORMAL,364.5796,282.674437210758,200,56.4102564102564,0,184,0,4.80673088910175,81.9051627892416,0,74043.3654445509,29131.309731284,-73092.342339916,1,1,mix_E80_H20,0.78,0.22,0,1
47,NORMAL,576.31054904882,282.877413731112,200,56.4102564102564,0,184,0,4.99685201301967,293.433135317709,0,74138.4260065098,9135.36926169106,-93183.3433714679,1,1,mix_E80_H20,0.78,0.22,0,1
0,NORMAL,327.969049616543,327.969049616543,163.157894736842,100,0,150.105263157895,0,4.90152819036143,0,0,43876.0272530754,112724.609105771,6338.28020765672,1,1,mix_E60_H40,0.62,0.38,0,1
1,NORMAL,314.917570879358,314.917570879358,163.157894736842,100,0,150.105263157895,0,4.75666503637626,0,0,43803.5956760829,12463.5795310274,-89598.9207079953,1,1,mix_E60_H40,0.62,0.38,0,1
2,NORMAL,291.840438733695,291.840438733695,163.157894736842,100,0,150.105263157895,0,4.93899935418708,0,0,43894.7628349883,12002.0368881141,-82480.0268456168,1,1,mix_E60_H40,0.62,0.38,0,1
3,NORMAL,232.456082987042,232.456082987042,127.56074330629,78.1823910586937,0,117.355883841787,0,4.88806266089401,0,0,36009.4434524758,9469.24441305118,-65596.9651205335,1,1,mix_E60_H40,0.62,0.38,0,1
4,NORMAL,189.034659350842,189.034659350842,100.670114070621,61.7010376561872,0,92.6165049449716,0,4.84178395038508,0,0,30048.8531619857,7584.70290688042,-53287.4975851999,1,1,mix_E60_H40,0.62,0.38,0,1
5,NORMAL,158.383746939714,158.383746939714,76.3485525117306,55.2868828533222,0,70.2406683107922,0,4.92114239170311,0,0,24718.3315904417,6576.23738351204,-45761.1887589856,1,1,mix_E60_H40,0.58,0.42,0,1
6,NORMAL,149.704634262795,149.704634262795,76.2756431261133,46.7495877224565,0,70.1735916760242,0,4.85664490119084,0,0,24669.9844528412,5876.31141043817,-42147.8796270229,1,1,mix_E60_H40,0.62,0.38,0,1
7,NORMAL,158.133331487122,158.133331487122,81.3332116428299,49.8493877810893,0,74.8265547114035,0,5.1105670158543,0,0,34892.8432040324,6235.99509959997,-53559.5896487638,1,1,mix_E60_H40,0.62,0.38,0,1
8,NORMAL,179.434951368027,179.434951368027,94.66763666799,58.0220998932842,0,87.0942257345508,0,4.91822048595489,0,0,39213.0315074157,7165.89384198966,-61032.6362205351,1,1,mix_E60_H40,0.62,0.38,0,1
9,NORMAL,204.820843804893,204.820843804893,110.377185871325,67.6505332759733,0,101.547011001619,0,4.96305011005965,0,0,44438.4490156126,28267.2265725204,-49966.6975832473,1,1,mix_E60_H40,0.62,0.38,0,1
10,NORMAL,233.9947898688,233.9947898688,128.428508607064,78.7142472107813,0,118.154227918499,0,5.01817374620185,0,0,50444.6089237606,9532.80869569791,-80234.2601698939,1,1,mix_E60_H40,0.62,0.38,0,1
11,NORMAL,254.1043898688,254.1043898688,131.857731253847,95.4831847010619,0,121.309112753539,0,4.93528492667786,0,0,51538.9230546131,30968.8439441739,-68269.6232027787,1,1,mix_E60_H40,0.58,0.42,0,1
12,NORMAL,221.578,221.578,121.01368017897,74.1696749484012,0,111.332585764653,0,4.92701417753725,0,0,47943.2379640436,9004.28965156604,-75991.1234320241,1,1,mix_E60_H40,0.62,0.38,0,1
13,NORMAL,196.9996,196.9996,105.804092101452,64.847669352503,0,97.3397647333361,0,4.88320177512656,0,0,42883.9161915643,7937.99874183125,-67341.1949349714,1,1,mix_E60_H40,0.62,0.38,0,1
14,NORMAL,159.0148,159.0148,76.958007923944,55.7282126345802,0,70.8013672900285,0,4.86517000213155,0,0,33321.077225476,6616.06743246487,-54544.5748857837,1,1,mix_E60_H40,0.58,0.42,0,1
15,NORMAL,135.436,135.436,67.5302597497445,41.389514040166,0,62.127838969765,0,5.0407739988108,0,0,30286.4090285208,5260.47795562059,-45702.4612504431,1,1,mix_E60_H40,0.62,0.38,0,1
16,NORMAL,124.074470669534,124.074470669534,60.3363531148498,36.9803454574886,0,55.5094448656618,0,4.929909164702,0,0,27848.3547339893,4761.41206798306,-41560.830232932,1,1,mix_E60_H40,0.62,0.38,0,1
17,NORMAL,115.865415331254,115.865415331254,55.1490768680766,33.8010471126921,0,50.7371507186304,0,5.07731733344438,0,0,39395.6921122731,4401.21996585393,-51880.110619485,1,1,mix_E60_H40,0.62,0.38,0,1
18,NORMAL,111.446227758567,111.446227758567,52.5290876070628,32.1952472430385,0,48.3267605984978,0,4.89631545209322,0,0,37810.7492971152,4213.83498939072,-49680.3599975707,1,1,mix_E60_H40,0.62,0.38,0,1
19,NORMAL,110.167470774166,110.167470774166,51.7096553464252,31.6930145671638,0,47.5728829187112,0,4.93646332538427,0,0,37363.4190722931,4157.29605957481,-49038.6735345566,1,1,mix_E60_H40,0.62,0.38,0,1
20,NORMAL,109.854633421327,109.854633421327,51.5490784842135,31.5945964903244,0,47.4251522054765,0,4.88606663429249,0,0,37246.6276845417,4144.97161357602,-48885.0408950911,1,1,mix_E60_H40,0.62,0.38,0,1
21,NORMAL,120.438633421327,120.438633421327,57.9862079027274,35.5399338758652,0,53.3473112705092,0,5.07466458362433,0,0,41012.6652795279,4599.89066323944,-54167.0907114009,1,1,mix_E60_H40,0.62,0.38,0,1
22,NORMAL,135.451470774166,135.451470774166,66.7250446318483,40.8959950969393,0,61.3870410613005,0,4.87654982986307,0,0,29937.6096969997,25230.360802471,-25509.6177953677,1,1,mix_E60_H40,0.62,0.38,0,1
23,NORMAL,149.660359508325,149.660359508325,76.2222539328915,46.7168653137077,0,70.1244736182602,0,4.89566533815295,0,0,33092.6431716501,5873.4085042052,-50557.09445777,1,1,mix_E60_H40,0.62,0.38,0,1
24,NORMAL,176.716251931771,176.716251931771,97.8947368421053,60,0,90.0631578947368,0,4.8555315612048,0,0,29442.9236753392,7458.3673691575,-49219.8112518088,1,1,mix_E60_H40,0.62,0.38,0,1
25,NORMAL,211.253226442193,211.253226442193,107.171281426697,77.6067899986427,0,98.5975789125613,0,5.0023548115439,0,0,31564.5963447867,29009.7001637787,-41324.1152115084,1,1,mix_E60_H40,0.58,0.42,0,1
26,NORMAL,234.917611746144,234.917611746144,129.231494029002,79.2063995661626,0,118.892974506682,0,5.00671556665191,0,0,36437.6716649296,9581.60744861971,-66424.3836050077,1,1,mix_E60_H40,0.62,0.38,0,1
27,NORMAL,235.344559933185,235.344559933185,129.552678400594,79.4032545035899,0,119.188464128547,0,4.92155357810751,0,0,36466.0081799049,9602.28296830549,-66530.3853793256,1,1,mix_E60_H40,0.62,0.38,0,1
28,NORMAL,209.956409748643,209.956409748643,113.795744282201,69.7457787536069,0,104.692084739625,0,4.94621921932462,0,0,32999.2099471722,8499.11455462803,-59342.2705810644,1,1,mix_E60_H40,0.62,0.38,0,1
29,NORMAL,173.53876448071,173.53876448071,91.1931640181503,55.8925843982212,0,83.8977108966983,0,4.98199498283919,0,0,28026.4481066272,6916.68061626161,-49031.4460800001,1,1,mix_E60_H40,0.62,0.38,0,1
30,NORMAL,149.387038948077,149.387038948077,76.2025317268749,46.7047775100201,0,70.1063291887249,0,5.00708749072177,0,0,24729.0627506549,5867.19685232899,-42193.6871099547,1,1,mix_E60_H40,0.62,0.38,0,1
31,NORMAL,119.828151936921,119.828151936921,57.9534245694143,35.5198408651249,0,53.3171506038611,0,4.89032848100669,0,0,27039.3384578934,4586.44225360431,-40197.1746424595,1,1,mix_E60_H40,0.62,0.38,0,1
32,NORMAL,103.495924044676,103.495924044676,47.8425983187179,29.3228828405045,0,44.0151904532205,0,4.86753779695611,0,0,23679.2374616374,3877.74109744744,-34450.0247657525,1,1,mix_E60_H40,0.62,0.38,0,1
33,NORMAL,99.4747257814166,99.4747257814166,45.3128166268358,27.7723714809639,0,41.6877912966889,0,4.92293841529065,0,0,22869.0740744533,3701.72456994176,-33041.3050303199,1,1,mix_E60_H40,0.62,0.38,0,1
34,NORMAL,111.328,111.328,52.6186253110349,32.2501251906343,0,48.4091352861522,0,4.98827877954808,0,0,25321.4280927888,4214.85378487265,-37217.4348047699,1,1,mix_E60_H40,0.62,0.38,0,1
35,NORMAL,129.11085859082,129.11085859082,63.4331151168468,38.8783608780674,0,58.3584659074991,0,4.9697725978471,0,0,28893.9340256232,4979.15680671575,-43336.8366605491,1,1,mix_E60_H40,0.62,0.38,0,1
36,NORMAL,139.385415331254,139.385415331254,65.2631578947368,40,0,60.0421052631579,0,5.01515055336476,0,0,29522.7331714192,5253.79955200116,-46649.355165375,1,1,mix_E60_H40,0.62,0.38,0,1
37,NORMAL,139.082227758567,139.082227758567,68.9862850902214,42.2819166682002,0,63.4673822830037,0,4.9534567783301,0,0,30724.9860110464,25388.4211685006,-26799.1895084421,1,1,mix_E60_H40,0.62,0.38,0,1
38,NORMAL,137.803470774166,137.803470774166,68.8247264663295,42.18289686646,0,63.3187483490232,0,4.96673225599261,0,0,30678.1155336446,5356.74123215781,-46394.2465074549,1,1,mix_E60_H40,0.62,0.38,0,1
39,NORMAL,123.966633421327,123.966633421327,65.2631578947368,40,0,60.0421052631579,0,4.90908573172159,0,0,29469.7007605976,5186.34475981742,-41332.4240960454,1,1,mix_E60_H40,0.62,0.38,0,1
40,NORMAL,100.171470774166,100.171470774166,45.5000584509991,27.8871325989995,0,41.8600537749192,0,4.95608262387035,0,0,22947.6606709061,3722.73475450919,-33156.2114634749,1,1,mix_E60_H40,0.62,0.38,0,1
41,NORMAL,79.9974153312537,79.9974153312537,32.6315789473684,20,0,30.021052631579,0,4.81600085251663,0,0,26421.0530578373,2832.99392931311,-33820.321481433,1,1,mix_E60_H40,0.62,0.38,0,1
42,NORMAL,70.756,70.756,27.4702237503412,16.8365887502091,0,25.2726058503139,0,4.97957890339303,0,0,23558.8050788911,2453.1341029722,-29516.5509645736,1,1,mix_E60_H40,0.62,0.38,0,1
43,NORMAL,81.34,81.34,32.6315789473684,20,0,30.0210526315789,0,4.89074320747165,0,0,26458.4242353148,2859.84562268804,-34365.8404547475,1,1,mix_E60_H40,0.62,0.38,0,1
44,NORMAL,111.328,111.328,52.6663280800518,32.2793623716447,0,48.4530218336477,0,4.91714819932321,0,0,37899.4476365232,24216.6563237759,-29808.2575248284,1,1,mix_E60_H40,0.62,0.38,0,1
45,NORMAL,186.9448,186.9448,97.8947368421053,60,0,90.0631578947368,0,4.92627377161361,0,0,63702.2947805437,27438.0328680641,-67114.0824767186,1,1,mix_E60_H40,0.62,0.38,0,1
46,NORMAL,364.5796,292.576739163407,163.157894736842,100,0,150.105263157895,0,4.80673088910175,72.0028608365931,0,61841.260181393,52016.7628967083,-60820.3948053487,1,1,mix_E60_H40,0.62,0.38,0,1
47,NORMAL,576.31054904882,289.625052057697,163.157894736842,100,0,150.105263157895,0,4.99685201301967,286.685496991123,0,61936.3207433519,11957.7291545941,-99934.5542450903,1,1,mix_E60_H40,0.62,0.38,0,1
0,NORMAL,327.969049616543,265.456894020746,72.4137931034483,100,0,66.6206896551724,0,4.90152819036143,62.5121555957973,0,23839.7296124221,111474.365993855,15817.6737251005,1,1,mix_E40_H60,0.42,0.58,0,1
1,NORMAL,314.917570879358,198.98632558873,72.4137931034483,100,0,66.6206896551724,0,4.75666503637626,115.931245290628,0,23767.2980354295,10144.9546252148,-63578.3060665473,1,1,mix_E40_H60,0.42,0.58,0,1
2,NORMAL,291.840438733695,199.181159662382,72.4137931034483,100,0,66.6206896551724,0,4.93899935418708,92.6592790713131,0,23858.4651943349,10148.8513066878,-63665.5765439796,1,1,mix_E40_H60,0.42,0.58,0,1
3,NORMAL,232.456082987042,199.126741725507,72.4137931034483,100,0,66.6206896551724,0,4.88806266089401,33.3293412615351,0,23832.9968476884,10147.7629479503,-63641.1965560706,1,1,mix_E40_H60,0.42,0.58,0,1
4,NORMAL,189.034659350842,189.034659350842,68.1958837252596,94.1752680015489,0,62.7402130272388,0,4.84178395038508,0,0,22878.5431017299,9586.81328575599,-60337.8915303288,1,1,mix_E40_H60,0.42,0.58,0,1
5,NORMAL,158.383746939714,158.383746939714,55.2868828533222,76.3485525117306,0,50.8639322250564,0,4.92114239170311,0,0,20067.9149298651,7874.73736245214,-50333.8319488235,1,1,mix_E40_H60,0.42,0.58,0,1
6,NORMAL,149.704634262795,149.704634262795,57.9310344827586,80,0,53.2965517241379,0,4.85664490119084,0,0,20619.4948643885,8373.44928503371,-46766.2747980382,1,1,mix_E40_H60,0.42,0.58,0,1
7,NORMAL,158.133331487122,158.133331487122,48.1599188756535,66.5065546378072,0,44.3071253656012,0,5.1105670158543,0,0,23905.8486395436,7262.94743355299,-55311.4317112497,1,1,mix_E40_H60,0.42,0.58,0,1
8,NORMAL,179.434951368027,179.434951368027,64.1296893557351,88.560047205539,0,58.9993142072763,0,4.91822048595489,0,0,29098.8633575969,29048.6279549523,-44291.2595130741,1,1,mix_E40_H60,0.42,0.58,0,1
9,NORMAL,204.820843804893,199.206917761043,72.4137931034483,100,0,66.6206896551724,0,4.96305011005965,5.61392604384989,0,31864.9733308919,10149.3664686611,-71671.5695185634,1,1,mix_E40_H60,0.42,0.58,0,1
10,NORMAL,233.9947898688,199.265827154403,72.4137931034483,100,0,66.6206896551724,0,5.01817374620185,34.7289627143973,0,31892.535148963,10150.5446565283,-71697.9531487674,1,1,mix_E40_H60,0.42,0.58,0,1
11,NORMAL,254.1043898688,199.177267017339,72.4137931034483,100,0,66.6206896551724,0,4.93528492667786,54.9271228514608,0,31851.090739201,10148.773453787,-71658.2799417466,1,1,mix_E40_H60,0.42,0.58,0,1
12,NORMAL,221.578,198.808437976077,72.4137931034483,100,0,66.6206896551724,0,4.92701417753725,22.7695620239231,0,31846.9553646307,10141.3968729617,-71661.5211480016,1,1,mix_E40_H60,0.42,0.58,0,1
13,NORMAL,196.9996,196.9996,71.6737398106612,98.978021643294,0,65.9398406258083,0,4.88320177512656,0,0,31579.9435128543,10042.2128164793,-70983.1542264757,1,1,mix_E40_H60,0.42,0.58,0,1
14,NORMAL,159.0148,159.0148,55.7282126345802,76.958007923944,0,51.2699556238138,0,4.86517000213155,0,0,26289.7690256387,7924.93274007053,-56809.9499851111,1,1,mix_E40_H60,0.42,0.58,0,1
15,NORMAL,135.436,135.436,57.9310344827586,80,0,53.2965517241379,0,5.0407739988108,0,0,27107.1456200951,8511.2403115376,-47963.9307384463,1,1,mix_E40_H60,0.42,0.58,0,1
16,NORMAL,124.074470669534,124.074470669534,27.3719280917991,37.7993292696273,0,25.1821738444552,0,4.929909164702,0,0,16930.5371663549,4811.90428821357,-41598.3963875976,1,1,mix_E40_H60,0.42,0.58,0,1
17,NORMAL,115.865415331254,115.865415331254,43.448275862069,60,0,39.9724137931034,0,5.07731733344438,0,0,32721.5552184463,6451.3897311282,-50948.1023413164,1,1,mix_E40_H60,0.42,0.58,0,1
18,NORMAL,111.446227758567,111.446227758567,28.8371582656895,39.8227423669046,0,26.5301856044344,0,4.89631545209322,0,0,24296.8728007959,4684.08746311859,-44802.260383017,1,1,mix_E40_H60,0.42,0.58,0,1
19,NORMAL,110.167470774166,110.167470774166,35.0291213637074,48.3735485498816,0,32.2267916546108,0,4.93646332538427,0,0,27848.8424885508,25185.6890301493,-26828.6253075234,1,1,mix_E40_H60,0.42,0.58,0,1
20,NORMAL,109.854633421327,109.854633421327,43.448275862069,60,0,39.9724137931035,0,4.88606663429249,0,0,32625.9298688704,6505.3675631166,-48677.6172595814,1,1,mix_E40_H60,0.42,0.58,0,1
21,NORMAL,120.438633421327,120.438633421327,29.831747001011,41.1962220490152,0,27.4452072409302,0,5.07466458362433,0,0,24953.3607811889,4948.61373186769,-48001.2389919189,1,1,mix_E40_H60,0.42,0.58,0,1
22,NORMAL,135.451470774166,135.451470774166,57.9310344827586,80.0000000000001,0,53.296551724138,0,4.87654982986307,0,0,27025.0335356212,28516.6230005814,-27814.6666342109,1,1,mix_E40_H60,0.42,0.58,0,1
23,NORMAL,149.660359508325,149.660359508325,38.0546457945503,52.5516537162838,0,35.0102741309863,0,4.89566533815295,0,0,20451.5313562315,6233.13651916057,-51129.5933687578,1,1,mix_E40_H60,0.42,0.58,0,1
24,NORMAL,176.716251931771,176.716251931771,63.1671129992727,87.2307750942337,0,58.1137439593309,0,4.8555315612048,0,0,21775.0643308418,28912.3013083169,-36439.7364534297,1,1,mix_E40_H60,0.42,0.58,0,1
25,NORMAL,211.253226442193,198.888948120301,72.4137931034483,100,0,66.6206896551724,0,5.0023548115439,12.3642783218916,0,23890.1429230133,10143.0070758462,-63703.0985034996,1,1,mix_E40_H60,0.42,0.58,0,1
26,NORMAL,234.917611746144,198.893511254427,72.4137931034483,100,0,66.6206896551724,0,5.00671556665191,36.0241004917164,0,23892.3233005673,10143.0983385287,-63705.1876183711,1,1,mix_E40_H60,0.42,0.58,0,1
27,NORMAL,235.344559933185,198.802420132449,72.4137931034483,100,0,66.6206896551724,0,4.92155357810751,36.5421398007358,0,23849.7423062951,10141.2765160892,-63664.4284465385,1,1,mix_E40_H60,0.42,0.58,0,1
28,NORMAL,209.956409748643,198.828679816284,72.4137931034483,100,0,66.6206896551724,0,4.94621921932462,11.1277299323595,0,23862.0751269037,10141.8017097659,-63676.2360734703,1,1,mix_E40_H60,0.42,0.58,0,1
29,NORMAL,173.53876448071,173.53876448071,61.776014334876,85.3097340814954,0,56.8339331880859,0,4.98199498283919,0,0,21531.1414565602,8730.31499870762,-55418.1253578211,1,1,mix_E40_H60,0.42,0.58,0,1
30,NORMAL,149.387038948077,149.387038948077,51.6210698794959,71.2862393573991,0,47.4913842891362,0,5.00708749072177,0,0,19301.4759747536,7382.70004883818,-47530.5030384016,1,1,mix_E40_H60,0.42,0.58,0,1
31,NORMAL,119.828151936921,119.828151936921,57.9310344827586,80,0,53.2965517241379,0,4.89032848100669,0,0,27031.922861193,8662.47860093716,-42095.4292698143,1,1,mix_E40_H60,0.42,0.58,0,1
32,NORMAL,103.495924044676,103.495924044676,11.7200139979513,16.1847812352661,0,10.7824128781152,0,4.86753779695611,0,0,11715.4375345995,3067.74716370895,-32971.7387562968,1,1,mix_E40_H60,0.42,0.58,0,1
33,NORMAL,99.4747257814166,99.4747257814166,30.6957790052759,42.3894091025238,0,28.2401166848538,0,4.92293841529065,0,0,18027.9112141927,24602.8982827384,-14601.0503129511,1,1,mix_E40_H60,0.42,0.58,0,1
34,NORMAL,111.328,111.328,43.448275862069,60,0,39.9724137931034,0,4.98827877954808,0,0,22284.2083552913,6483.08262887611,-38988.2872148897,1,1,mix_E40_H60,0.42,0.58,0,1
35,NORMAL,129.11085859082,129.11085859082,34.3243926033289,47.4003516903114,0,31.5784411950626,0,4.9697725978471,0,0,19253.1251291461,5504.556980097,-44214.2862437562,1,1,mix_E40_H60,0.42,0.58,0,1
36,NORMAL,139.385415331254,139.385415331254,47.2658132050297,65.2718372831362,0,43.4845481486273,0,5.01515055336476,0,0,23562.0126101882,26811.8659689639,-29357.32129949,1,1,mix_E40_H60,0.42,0.58,0,1
37,NORMAL,139.082227758567,139.082227758567,57.9310344827586,80,0,53.2965517241379,0,4.9534567783301,0,0,27063.4870098547,8482.74407697119,-49183.6109606319,1,1,mix_E40_H60,0.42,0.58,0,1
38,NORMAL,137.803470774166,137.803470774166,34.6954029801951,47.9126993536028,0,31.9197707417795,0,4.96673225599261,0,0,19374.4835950369,5709.99662593973,-46961.6392631414,1,1,mix_E40_H60,0.42,0.58,0,1
39,NORMAL,123.966633421327,123.966633421327,43.448275862069,60,0,39.9724137931035,0,4.90908573172159,0,0,22244.6118313781,6364.94392152542,-43582.838078843,1,1,mix_E40_H60,0.42,0.58,0,1
40,NORMAL,100.171470774166,100.171470774166,27.929942800017,38.5699210095473,0,25.6955473760156,0,4.95608262387035,0,0,17128.4383673008,4381.35302889562,-34285.4680993207,1,1,mix_E40_H60,0.42,0.58,0,1
41,NORMAL,79.9974153312537,79.9974153312537,28.9655172413793,40,0,26.648275862069,0,4.81600085251663,0,0,24329.9314607411,4534.11899416511,-34079.1250227618,1,1,mix_E40_H60,0.42,0.58,0,1
42,NORMAL,70.756,70.756,11.3477951113997,15.6707646776472,0,10.4399715024877,0,4.97957890339303,0,0,14362.5717832389,2381.25838949736,-25508.8672504157,1,1,mix_E40_H60,0.42,0.58,0,1
43,NORMAL,81.34,81.34,23.0940364342751,31.8917645997132,0,21.2465135195331,0,4.89074320747165,0,0,21018.2099858463,23593.0000369737,-13357.0479627508,1,1,mix_E40_H60,0.42,0.58,0,1
44,NORMAL,111.328,111.328,43.448275862069,60,0,39.9724137931035,0,4.91714819932321,0,0,32641.4706513858,26480.7744303753,-29375.9610386002,1,1,mix_E40_H60,0.42,0.58,0,1
45,NORMAL,186.9448,186.9448,58.8215703976234,81.229787691956,0,54.1158447658135,0,4.92627377161361,0,0,41414.9606406112,48746.8977072723,-40005.4981147605,1,1,mix_E40_H60,0.42,0.58,0,1
46,NORMAL,364.5796,198.67797390395,72.4137931034483,100,0,66.6206896551724,0,4.80673088910175,165.90162609605,0,31786.8137204129,10138.7875915192,-71603.9887852262,1,1,mix_E40_H60,0.42,0.58,0,1
47,NORMAL,576.31054904882,198.880950424303,72.4137931034483,100,0,66.6206896551724,0,4.99685201301967,377.429598624517,0,31881.8742823719,10142.8471219263,-71694.9898167782,1,1,mix_E40_H60,0.42,0.58,0,1
0,NORMAL,327.969049616543,221.248229219926,28.2051282051282,100,0,25.948717948718,0,4.90152819036143,106.720820396617,0,14078.456402873,110590.192724914,24694.7736657081,1,1,mix_E20_H80,0.22,0.78,0,1
1,NORMAL,314.917570879358,154.77766069041,28.2051282051282,100,0,25.9487179487179,0,4.75666503637626,160.139910188948,0,14006.0248258804,9260.78132724839,-54701.2061549646,1,1,mix_E20_H80,0.22,0.78,0,1
2,NORMAL,291.840438733695,154.972494764062,28.2051282051282,100,0,25.9487179487179,0,4.93899935418708,136.867943969633,0,14097.1919847858,9264.67800872144,-54788.476632397,1,1,mix_E20_H80,0.22,0.78,0,1
3,NORMAL,232.456082987042,154.918076827187,28.2051282051282,100,0,25.9487179487179,0,4.88806266089401,77.5380061598552,0,14071.7236381393,9263.58964998394,-54764.096644488,1,1,mix_E20_H80,0.22,0.78,0,1
4,NORMAL,189.034659350842,154.868635829162,28.2051282051282,100,0,25.9487179487179,0,4.84178395038508,34.1660235216803,0,14048.5842828848,9262.60083002343,-54741.946109194,1,1,mix_E20_H80,0.22,0.78,0,1
5,NORMAL,158.383746939714,154.953439779789,28.2051282051282,100,0,25.9487179487179,0,4.92114239170311,3.43030715992458,0,14088.2635035439,9264.29690903598,-54779.9292508404,1,1,mix_E20_H80,0.22,0.78,0,1
6,NORMAL,149.704634262795,149.704634262795,28.2051282051282,100,0,25.9487179487179,0,4.85664490119084,0,0,14056.0147582877,9314.71771939284,-52805.2340292003,1,1,mix_E20_H80,0.22,0.78,0,1
7,NORMAL,158.133331487122,158.133331487122,28.2051282051282,100,0,25.948717948718,0,5.1105670158543,0,0,17296.8219694656,9327.89474318263,-58906.41326989,1,1,mix_E20_H80,0.22,0.78,0,1
8,NORMAL,179.434951368027,157.712370249111,28.2051282051282,100,0,25.948717948718,0,4.91822048595489,21.7225811189166,0,17200.6487045159,9319.47551842241,-58747.6381211787,1,1,mix_E20_H80,0.22,0.78,0,1
9,NORMAL,204.820843804893,154.998252862723,28.2051282051282,100,0,25.9487179487179,0,4.96305011005965,49.82259094217,0,17223.0635165683,9265.19317069465,-57913.8330022062,1,1,mix_E20_H80,0.22,0.78,0,1
10,NORMAL,233.9947898688,155.057162256083,28.2051282051282,100,0,25.9487179487179,0,5.01817374620185,78.9376276127174,0,17250.6253346394,9266.37135856185,-57940.2166324101,1,1,mix_E20_H80,0.22,0.78,0,1
11,NORMAL,254.1043898688,154.968602119019,28.2051282051282,100,0,25.9487179487179,0,4.93528492667786,99.1357877497809,0,17209.1809248774,9264.60015582058,-57900.5434253894,1,1,mix_E20_H80,0.22,0.78,0,1
12,NORMAL,221.578,154.599773077757,28.2051282051282,100,0,25.9487179487179,0,4.92701417753725,66.9782269222432,0,17205.0455503071,9257.22357499534,-57903.7846316444,1,1,mix_E20_H80,0.22,0.78,0,1
13,NORMAL,196.9996,154.552966751173,28.2051282051282,100,0,25.9487179487179,0,4.88320177512656,42.446633248827,0,17183.1393491017,9256.28744846366,-57882.8145569707,1,1,mix_E20_H80,0.22,0.78,0,1
14,NORMAL,159.0148,154.533707646604,28.2051282051282,100,0,25.9487179487179,0,4.86517000213155,4.48109235339601,0,17174.1234626042,9255.90226637228,-57874.1838525646,1,1,mix_E20_H80,0.22,0.78,0,1
15,NORMAL,135.436,135.436,28.2051282051282,100,0,25.9487179487179,0,5.0407739988108,0,0,17261.9254609439,9452.50874589673,-50721.1499165581,1,1,mix_E20_H80,0.22,0.78,0,1
16,NORMAL,124.074470669534,124.074470669534,16.9230769230769,60,0,15.5692307692308,0,4.929909164702,0,0,13469.8776592741,6180.62628145479,-43985.5863482978,1,1,mix_E20_H80,0.22,0.78,0,1
17,NORMAL,115.865415331254,115.865415331254,19.5690272757691,69.3810967049995,0,18.0035050937076,0,5.07731733344438,0,0,19100.8318248209,26594.8111860948,-27166.0153992296,1,1,mix_E20_H80,0.22,0.78,0,1
18,NORMAL,111.446227758567,111.446227758567,18.6393536670223,66.084981183079,0,17.1482053736605,0,4.89631545209322,0,0,18480.0450577161,6303.21439383218,-45190.2191851473,1,1,mix_E20_H80,0.22,0.78,0,1
19,NORMAL,110.167470774166,110.167470774166,18.3485873809896,65.0540825325994,0,16.8807003905104,0,4.93646332538427,0,0,18334.2659048086,6214.08200072374,-44618.57708049,1,1,mix_E20_H80,0.22,0.78,0,1
