strategyId,strategyClass,horizonH,productMixEnabled,targetElectricityShare,targetHydrogenShare,targetComputeShare,activeRatioHours,maxHourlyShareDeviation,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,auditPass,allHoursOptimal,informationBoundary,parameterStatus,comparisonSet
model_causal_myopic_1h,MODEL_CAUSAL_MYOPIC_SEPARATE_EVALUATION,48,0,NaN,NaN,NaN,48,NaN,8450.79867685041,8004.37245280354,5831.24808311562,0,803.946556775753,0.878836025104319,0,0.121163974895681,5364.74823646637,0,989.272147516185,446.426224046872,0,2718722.84830342,167269.449056071,-2573314.39924735,1,1,CAUSAL_1H_CURRENT_OBSERVATION_PLUS_PREVIOUS_TERMINAL_STATE,[假设值，待企业调研校准],SEPARATE_MODEL_EVALUATION_NOT_FIXED_POLICY_RANKING
