economicNetCostCNY,lifecycleEmissionKgCO2e,EENSMWh,calibrationVersion,normalizationStatus
-1104846.16857101,33275.2705233403,48.1030631910273,MIXED_PUBLIC_REFERENCE_AND_UNCALIBRATED,NOT_AVAILABLE_WITHOUT_IDEAL_AND_NADIR_CASES
