timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
0,NORMAL,140.291756304204,140.291756304204,45.7448051259131,-8.88178419700125e-16,1.76933947838686,42.08522071584,0,6.62703728374132,0,0,18813.9716136723,2805.83512608408,-37869.1364875882,1,1,model_causal_myopic_1h_annual,0.962761836646287,-1.8692926645253e-17,0.037238163353713,1,134.26,6.03175630420411,0
1,NORMAL,152.518159228209,152.518159228209,124.391036992511,-1.33226762955019e-14,1.73031530127177,114.43975403311,0,6.53003683833168,0,0,36130.5593871122,3050.36318456417,-33080.196202548,1,1,model_causal_myopic_1h_annual,0.986280552263337,-1.05633788832747e-16,0.0137194477366627,1,138.964,13.5541592282087,0
