economicNetCostCNY,lifecycleEmissionKgCO2e,EENSMWh,calibrationVersion,normalizationStatus
-77878.1850114932,33389.2705233403,56.1586827643676,UNCALIBRATED,NOT_AVAILABLE_WITHOUT_IDEAL_AND_NADIR_CASES
