AvailableMWh,SourceUsedMWh,CurtailmentMWh,CurtailmentRate,BessChargeMWh,BessDischargeMWh,ComputeServiceMWhCS,CableReceivedMWh,H2ProducedKg,H2PipeDeliveredKg,H2ShipDeliveredKg,ENSMWh,EconomicNetCostCNY,MaxBusResidualMW,MinimumGfmUpwardPowerHeadroomMW,MinimumGfmDownwardPowerHeadroomMW,MinimumGfmUpwardEnergyHeadroomMWh,MinimumGfmDownwardEnergyHeadroomMWh,SimultaneousCurtailmentCriticalENSCount
11928.5091066399,9504.30277903286,2424.206327607,0.203227939546745,315.03983343679,284.323449676703,2899.6282527881,3799.25628365095,21137.9249603664,10692,10131.1664611591,0,-5722057.09324539,5.6843418860808e-14,12.6064076102463,0,0,0,0
