strategyId,strategyClass,horizonH,productMixEnabled,targetElectricityShare,targetHydrogenShare,targetComputeShare,planningWindowH,plannedMinimumAllocationFactor,activeRatioHours,maxHourlyShareDeviation,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,auditPass,allHoursOptimal,runStatus,strictPass,relaxedPass,mainConclusionEligible,mainConclusionStatus,informationBoundary,parameterStatus,forecastMode,meanAbsForecastErrorMW,meanForecastSigmaMW,maxBessReserveShortfallMWh,maxH2ReserveShortfallKg,meanPlanShareChangeL1,maxPlanShareChangeL1,planDeadbandHoldHours,planFallbackHours,reserveConstraintRelaxationHours,reliabilityRelaxationHours,normalStateFloorEnforcedHours,maxNormalBessFloorShortfallMWh,maxNormalH2FloorShortfallKg,reserveTargetFallbackHours,surplusRedispatchHours,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,scenarioId,eventWindowStartUTC,eventWindowEndUTC,h2PowerRatedMW,initialH2ReserveKg,initialBessSOC,principalConclusionEligible,principalConclusionStatus
model_causal_typhoon_reserve_1h,MODEL_CAUSAL_EXTREME_EVENT,84,0,NaN,NaN,NaN,1,0,24,NaN,11169.6883515041,3605.66646762852,2300,4.44089209850063e-16,16.3908863534984,0.992923954911901,1.91716006338272e-19,0.00707604508809878,2116,7.82260366126585e-15,0,0,0,-21455.0605861834,15.268888167493,7564.02188387554,121.896886687811,1228783.95347803,1310543.04052058,685019.605266716,1,1,PASS_RELAXED,0,1,0,EXCLUDED_RELAXED_FALLBACK,CAUSAL_CURRENT_OBSERVATION_PLUS_PREVIOUS_TERMINAL_STATE; 1H_ROLLING_FIRST_HOUR_EXECUTION,[假设值，待企业调研校准],CURRENT_OBSERVATION,NaN,NaN,79,21455.0605861834,NaN,NaN,0,0,14,0,24,0,21455.0605861834,14,0,0,0,V5_ANNUAL_2025_MULTISOURCE_EXTREME_PROXY_V2,2025-09-14 12:00:00,2025-09-17 23:00:00,30,40000,0.8,0,EXCLUDED_RELAXED_FALLBACK
