timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2ProducedKg,h2PipeDeliveredKg,h2ShipDeliveredKg,h2DeliveredKg,h2InventoryDeltaKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,runStatus,strictPass,relaxedPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,forecastMode,priorAvailableMW,posteriorAvailableMW,forecastSigmaMW,planningAvailableMW,forecastErrorMW,planningWindowH,plannedFirstHourAllocatedMW,plannedFirstHourHydrogenMW,plannedWindowHydrogenMWh,plannedMinimumAllocatedInputMW,plannedElectricityShare,plannedHydrogenShare,plannedComputeShare,rawPlannedElectricityShare,rawPlannedHydrogenShare,rawPlannedComputeShare,plannedRatioActive,planHeldByDeadband,planShareChangeL1,eventRiskLevel,riskQuantile,bessReserveTargetSOC,h2ReserveTargetKg,bessReserveShortfallMWh,h2ReserveShortfallKg,reserveMode,planStatus,planFallbackUsed,planFallbackMessage,reserveConstraintRelaxationUsed,reliabilityRelaxationUsed,minimumFeasibleENSMWh,reserveTargetEnforced,reserveTargetFallbackUsed,normalStateFloorEnforced,normalBessFloorShortfallMWh,normalH2FloorShortfallKg,surplusRedispatchUsed,surplusRedispatchHydrogenMWh,surplusRedispatchCurtailmentReductionMWh,surplusRedispatchTriggerMW,mainConclusionEligible,mainConclusionStatus,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pComputeBaseUnservedMW,pMarineUnservedMW,pInternalUnservedMW,timeUTC,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
47,TYPHOON_PASSAGE,0,0,0,0,0,0,0,0,0,0,-1152.71527152715,0,0,0,5400,576.3,27867.30510051,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,3,0.5,0.1,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,1,0,0,NaN,NaN,0,NaN,NaN,0,1,MAIN_CONCLUSION_ELIGIBLE,0,0,0,0,0,0.10625,0,19517.5517551755,19.21,0,0,0,0,0,2025-09-16 11:00:00,0,0,0
48,TYPHOON_RECOVERY,3.36141533125378,3.36141533125378,0,4.44089209850063e-16,0,0,7.82260366126585e-15,0,0,0,-972.612341358908,0,0,0,5400,553.485846687462,22736.7718476261,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,79,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,0,1,0,NaN,NaN,0,NaN,NaN,0,0,EXCLUDED_RELAXED_FALLBACK,3.36141533125378,3.36141533125378,0,0,0,0.10625,4.44089209850063e-16,18544.9394138166,16.2085846687462,0,0,0,0,0,2025-09-16 12:00:00,0,0,3.36141533125378
49,TYPHOON_RECOVERY,431.122227758567,196.37,100,0,0,92,0,0,0,0,0,0,234.752227758567,0,38520,3927.4,-59316.35,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,7.75,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,0,1,0,NaN,NaN,0,NaN,NaN,234.752227758567,0,EXCLUDED_RELAXED_FALLBACK,431.122227758567,196.37,234.752227758567,75,0,0.5515625,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 13:00:00,426.3,0,4.82222775856656
50,TYPHOON_RECOVERY,406.911470774166,179.001578947368,100,0,0,92,0,0,0,0,0,0,227.909891826798,0,38520,3580.03157894737,-53938.2184210526,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,227.909891826798,1,MAIN_CONCLUSION_ELIGIBLE,406.911470774166,179.001578947368,227.909891826798,57.6315789473684,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 14:00:00,400.428,0,6.48347077416645
51,TYPHOON_RECOVERY,387.390633421327,121.37,100,0,0,92,0,0,0,0,0,0,266.020633421327,0,38520,2427.4,-36092.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,266.020633421327,1,MAIN_CONCLUSION_ELIGIBLE,387.390633421327,121.37,266.020633421327,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 15:00:00,378.868,0,8.52263342132742
52,TYPHOON_RECOVERY,379.961470774166,121.37,100,0,0,92,0,0,0,0,0,0,258.591470774166,0,38520,2427.4,-36092.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,258.591470774166,1,MAIN_CONCLUSION_ELIGIBLE,379.961470774166,121.37,258.591470774166,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 16:00:00,373.478,0,6.48347077416645
53,TYPHOON_RECOVERY,360.120615331254,121.37,100,0,0,92,0,0,0,0,0,0,238.750615331254,0,62440,2427.4,-60012.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,238.750615331254,1,MAIN_CONCLUSION_ELIGIBLE,360.120615331254,121.37,238.750615331254,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 17:00:00,356.7592,0,3.36141533125378
54,TYPHOON_RECOVERY,344.47,121.01,100,0,0,92,0,0,0,0,0,0,223.46,0,62440,2420.2,-60019.8,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,223.46,1,MAIN_CONCLUSION_ELIGIBLE,344.47,121.01,223.46,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 18:00:00,344.47,0,0
55,TYPHOON_RECOVERY,347.8216,121.01,100,0,0,92,0,0,0,0,0,0,226.8116,0,62440,2420.2,-60019.8,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,226.8116,1,MAIN_CONCLUSION_ELIGIBLE,347.8216,121.01,226.8116,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 19:00:00,347.8216,0,0
56,TYPHOON_RECOVERY,356.7592,121.01,100,0,0,92,0,0,0,0,0,0,235.7492,0,62440,2420.2,-60019.8,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,235.7492,1,MAIN_CONCLUSION_ELIGIBLE,356.7592,121.01,235.7492,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 20:00:00,356.7592,0,0
57,TYPHOON_RECOVERY,346.7044,121.01,100,0,0,92,0,0,0,0,0,0,225.6944,0,62440,2420.2,-60019.8,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,225.6944,1,MAIN_CONCLUSION_ELIGIBLE,346.7044,121.01,225.6944,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 21:00:00,346.7044,0,0
58,TYPHOON_RECOVERY,328.8292,121.01,100,0,0,92,0,0,0,0,0,0,207.8192,0,38520,2420.2,-36099.8,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,207.8192,1,MAIN_CONCLUSION_ELIGIBLE,328.8292,121.01,207.8192,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 22:00:00,328.8292,0,0
59,TYPHOON_RECOVERY,333.298,121.01,100,0,0,92,0,0,0,0,0,0,212.288,0,38520,2420.2,-36099.8,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,212.288,1,MAIN_CONCLUSION_ELIGIBLE,333.298,121.01,212.288,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-16 23:00:00,333.298,0,0
60,TYPHOON_RECOVERY,352.932445430318,121.37,100,0,0,92,0,0,0,0,0,0,231.562445430318,0,27480,2427.4,-25052.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,231.562445430318,1,MAIN_CONCLUSION_ELIGIBLE,352.932445430318,121.37,231.562445430318,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 00:00:00,352.2904,0,0.642045430317657
61,TYPHOON_RECOVERY,369.263872553365,121.37,100,0,0,92,0,0,0,0,0,0,247.893872553365,0,27480,2427.4,-25052.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,247.893872553365,1,MAIN_CONCLUSION_ELIGIBLE,369.263872553365,121.37,247.893872553365,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 01:00:00,367.9312,0,1.33267255336529
62,TYPHOON_RECOVERY,366.742070669534,121.37,100,0,0,92,0,0,0,0,0,0,245.372070669534,0,27480,2427.4,-25052.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,245.372070669534,1,MAIN_CONCLUSION_ELIGIBLE,366.742070669534,121.37,245.372070669534,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 02:00:00,364.5796,0,2.16247066953362
63,TYPHOON_RECOVERY,316.549815331254,121.37,100,0,0,92,0,0,0,0,0,0,195.179815331254,0,27480,2427.4,-25052.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,195.179815331254,1,MAIN_CONCLUSION_ELIGIBLE,316.549815331254,121.37,195.179815331254,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 03:00:00,313.1884,0,3.36141533125378
64,TYPHOON_RECOVERY,237.572227758567,121.37,100,0,0,92,0,0,0,0,0,0,116.202227758567,0,27480,2427.4,-25052.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,116.202227758567,1,MAIN_CONCLUSION_ELIGIBLE,237.572227758567,121.37,116.202227758567,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 04:00:00,232.75,0,4.82222775856656
65,TYPHOON_RECOVERY,165.498270774166,121.37,100,0,0,92,0,0,0,0,0,0,44.1282707741664,0,27480,2427.4,-25052.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,44.1282707741664,1,MAIN_CONCLUSION_ELIGIBLE,165.498270774166,121.37,44.1282707741664,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 05:00:00,159.0148,0,6.48347077416645
66,TYPHOON_RECOVERY,144.784328335727,121.37,100,0,0,92,0,0,0,0,0,0,23.4143283357267,0,27480,2427.4,-25052.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,23.4143283357267,1,MAIN_CONCLUSION_ELIGIBLE,144.784328335727,121.37,23.4143283357267,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 06:00:00,128.38,0,16.4043283357266
67,TYPHOON_RECOVERY,134.442715501854,121.37,100,0,0,92,0,0,0,0,0,0,13.0727155018544,0,38520,2427.4,-36092.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,13.0727155018544,1,MAIN_CONCLUSION_ELIGIBLE,134.442715501854,121.37,13.0727155018544,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 07:00:00,114.856,0,19.5867155018544
68,TYPHOON_RECOVERY,128.770633344274,121.37,100,0,0,92,0,0,0,0,0,0,7.40063334427384,0,38520,2427.4,-36092.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,7.40063334427384,1,MAIN_CONCLUSION_ELIGIBLE,128.770633344274,121.37,7.40063334427384,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 08:00:00,106.036,0,22.7346333442739
69,TYPHOON_RECOVERY,137.311659905996,121.37,100,0,0,92,0,0,0,0,0,0,15.9416599059962,0,38520,2427.4,-36092.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,15.9416599059962,1,MAIN_CONCLUSION_ELIGIBLE,137.311659905996,121.37,15.9416599059962,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 09:00:00,111.328,0,25.9836599059962
70,TYPHOON_RECOVERY,159.9067898688,121.37,100,0,0,92,0,0,0,0,0,0,38.5367898688002,0,38520,2427.4,-36092.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,38.5367898688002,1,MAIN_CONCLUSION_ELIGIBLE,159.9067898688,121.37,38.5367898688002,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 10:00:00,130.732,0,29.1747898688002
71,TYPHOON_RECOVERY,201.5959898688,121.37,100,0,0,92,0,0,0,0,0,0,80.2259898688002,0,38520,2427.4,-36092.6,1,1,PASS_STRICT,1,0,model_causal_typhoon_reserve_1h,1,0,0,1,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,1,0.5,0.6,0,0,0,NONE,NOT_APPLICABLE_CURRENT_OBSERVATION,0,,0,0,NaN,0,0,0,NaN,NaN,0,NaN,NaN,80.2259898688002,1,MAIN_CONCLUSION_ELIGIBLE,201.5959898688,121.37,80.2259898688002,0,0,0.89375,0,18544.9394138166,0,100,0,0,0,0,2025-09-17 11:00:00,172.4212,0,29.1747898688002
72,NORMAL,231.6328,21.13,0,0,0,0,0,0,0,0,0,0,210.5028,0,5400,422.6,-4977.4,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,0.8,40000,0,21455.0605861834,NORMAL_RESTORE_RESERVE_THROTTLE_OPTIONAL_PRODUCTS,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,1,1,1,0,21455.0605861834,0,NaN,NaN,210.5028,0,EXCLUDED_RELAXED_FALLBACK,231.6328,21.13,210.5028,0,-3.5527136788005e-15,0.89375,0,18544.9394138166,0,0,0,0,0,0,2025-09-17 12:00:00,231.6328,0,0
73,NORMAL,279.6724,21.13,0,0,0,0,0,0,0,0,0,0,258.5424,0,5400,422.6,-4977.4,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,0.8,40000,0,21455.0605861834,NORMAL_RESTORE_RESERVE_THROTTLE_OPTIONAL_PRODUCTS,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,1,1,1,0,21455.0605861834,0,NaN,NaN,258.5424,0,EXCLUDED_RELAXED_FALLBACK,279.6724,21.13,258.5424,0,-3.5527136788005e-15,0.89375,0,18544.9394138166,0,0,0,0,0,0,2025-09-17 13:00:00,279.6724,0,0
74,NORMAL,304.2508,21.13,0,0,0,0,0,0,0,0,0,0,283.1208,0,5400,422.6,-4977.4,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,0.8,40000,0,21455.0605861834,NORMAL_RESTORE_RESERVE_THROTTLE_OPTIONAL_PRODUCTS,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,1,1,1,0,21455.0605861834,0,NaN,NaN,283.1208,0,EXCLUDED_RELAXED_FALLBACK,304.2508,21.13,283.1208,0,-3.5527136788005e-15,0.89375,0,18544.9394138166,0,0,0,0,0,0,2025-09-17 14:00:00,304.2508,0,0
75,NORMAL,296.4304,21.13,0,0,0,0,0,0,0,0,0,0,275.3004,0,5400,422.6,-4977.4,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,0.8,40000,0,21455.0605861834,NORMAL_RESTORE_RESERVE_THROTTLE_OPTIONAL_PRODUCTS,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,1,1,1,0,21455.0605861834,0,NaN,NaN,275.3004,0,EXCLUDED_RELAXED_FALLBACK,296.4304,21.13,275.3004,0,-3.5527136788005e-15,0.89375,0,18544.9394138166,0,0,0,0,0,0,2025-09-17 15:00:00,296.4304,0,0
76,NORMAL,270.662870669534,21.49,0,0,0,0,0,0,0,0,0,0,249.172870669534,0,5400,429.8,-4970.2,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,0.8,40000,0,21455.0605861834,NORMAL_RESTORE_RESERVE_THROTTLE_OPTIONAL_PRODUCTS,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,1,1,1,0,21455.0605861834,0,NaN,NaN,249.172870669534,0,EXCLUDED_RELAXED_FALLBACK,270.662870669534,21.49,249.172870669534,0,0,0.89375,0,18544.9394138166,0,0,0,0,0,0,2025-09-17 16:00:00,268.5004,0,2.16247066953362
77,NORMAL,245.049015331254,21.49,0,0,0,0,0,0,0,0,0,0,223.559015331254,0,5400,429.8,-4970.2,1,1,PASS_RELAXED,0,1,model_causal_typhoon_reserve_1h,0,0,0,0,CURRENT_OBSERVATION,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0.5,0.8,40000,0,21455.0605861834,NORMAL_RESTORE_RESERVE_THROTTLE_OPTIONAL_PRODUCTS,NOT_APPLICABLE_CURRENT_OBSERVATION,0,STRICT_FAILED: V5 solver returned no incumbent. Exitflag=-2. 找不到可行解。 Intlinprog 已停止，因为没有满足约束的整数点。 | BESS_RESERVE_TARGET_RELAXED_FOR_ZERO_ENS,1,0,NaN,1,1,1,0,21455.0605861834,0,NaN,NaN,223.559015331254,0,EXCLUDED_RELAXED_FALLBACK,245.049015331254,21.49,223.559015331254,0,0,0.89375,0,18544.9394138166,0,0,0,0,0,0,2025-09-17 17:00:00,241.6876,0,3.36141533125378
