SourceMWh,BessChargeMWh,BessDischargeMWh,ComputeMWh,CableSendMWh,H2ProducedKg,H2ShipDeliveredKg,SpillMWh,TotalUnservedMWh
10674.4274898855,120.881459939857,48.295517595721,3621.21544807826,2596.03186518731,37915.194822295,37156.8909258491,1338.5517610365,52.8756368224214
