export_actual_mw,cable_receive_mw,cable_loss_mw,marine_actual_mw,marine_unserved_mw,h2_withdrawn_kg,h2_delivered_kg,compute_delivered_mwh_cs,h2_pipe_withdrawn_kg,h2_ship_withdrawn_kg,h2_pipe_delivered_kg,h2_ship_delivered_kg,marine_below_rigid,marine_violation_count
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,397.564247303246,393.58860483021357,0.0,397.564247303246,0.0,393.58860483021357,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,12.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
0.0,0.0,0.0,18.0,0.0,1761.4937466972,1743.8788092302282,0.0,1761.4937466972,0.0,1743.8788092302282,0.0,0,0
