SourceMWh,BessChargeMWh,BessDischargeMWh,ComputeMWh,CableSendMWh,H2ProducedKg,H2ShipDeliveredKg,SpillMWh,TotalUnservedMWh
10674.4274898855,120.881459939857,48.295517595721,251.396640165,4661.69114338024,37915.194822295,37156.8909258491,2642.71129075683,52.8756368224214
