export_actual_mw,cable_receive_mw,cable_loss_mw,marine_actual_mw,marine_unserved_mw,h2_withdrawn_kg,h2_delivered_kg,compute_delivered_mwh_cs,h2_pipe_withdrawn_kg,h2_ship_withdrawn_kg,h2_pipe_delivered_kg,h2_ship_delivered_kg,marine_below_rigid,marine_violation_count
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
173.951427811151,160.03531358625892,13.916114224892084,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
14.9516423144053,13.755510929252877,1.1961313851524231,18.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,0.0,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
200.0,184.0,16.0,18.0,0.0,1761.4937466972,1726.263871763256,7.08,0.0,1761.4937466972,0.0,1726.263871763256,0,0
0.0,0.0,0.0,12.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,12.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,12.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,12.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,12.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,12.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48.646951014791,44.75519493360772,3.8917560811832814,18.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,0.0,0,0
91.4982160474424,84.17835876364701,7.319857283795386,18.0,0.0,0.0,0.0,7.08,0.0,0.0,0.0,0.0,0,0
112.381919995,103.39136639540001,8.990553599599991,18.0,0.0,840.403454922016,823.5953858235756,7.08,0.0,840.403454922016,0.0,823.5953858235756,0,0
112.381919995,103.39136639540001,8.990553599599991,18.0,0.0,727.566694255141,713.0153603700381,7.08,0.0,727.566694255141,0.0,713.0153603700381,0,0
