strategyId,strategyClass,horizonH,productMixEnabled,targetElectricityShare,targetHydrogenShare,targetComputeShare,activeRatioHours,maxHourlyShareDeviation,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,auditPass,allHoursOptimal,informationBoundary,parameterStatus,scenarioId,extremeEventIncluded,resilienceMode,h2PowerRatedMW,initialH2ReserveKg,comparisonBoundary
model_causal_reserve_1h_annual,MODEL_CAUSAL_RESERVE_ANNUAL,168,0,NaN,NaN,NaN,168,NaN,44453.4584578487,35132.9295742546,25430.9616460218,2200,2980.48873269434,0.830766309057467,0.071868531963766,0.0973651589787672,23396.4847143401,6685.33380306505,3591.48346312091,9320.52888359404,0,11988091.460511,864698.084825107,-12036118.3756859,1,1,CAUSAL_1H_CURRENT_OBSERVATION_PLUS_PREVIOUS_TERMINAL_STATE,[假设值，待企业调研校准],V5_ANNUAL_2025_MULTISOURCE_EXTREME_PROXY_V2,0,1,30,40000,MODEL_ONLY; NOT_RANKED_WITH_22_FIXED_POLICIES
