scenarioId,scenarioLabel,targetElectricityInputShare,targetHydrogenInputShare,targetComputeInputShare,allocationBoundary,capacityRule,parameterStatus,strategyClass,productMixEnabled,assetElectricityEnabled,assetHydrogenEnabled,assetComputeEnabled,computeScenarioMode,computeFacilityCapacityMW,computeModuleCount,comparisonGroup
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],DISPATCH_SHARE_POLICY,1,1,1,1,SUPPLIED_ANNUAL_TASK,NaN,NaN,LEGACY_22_OPERATION_SHARE
