scenarioId,scenarioLabel,targetElectricityInputShare,targetHydrogenInputShare,targetComputeInputShare,allocationBoundary,capacityRule,parameterStatus,strategyClass,productMixEnabled,assetElectricityEnabled,assetHydrogenEnabled,assetComputeEnabled,computeScenarioMode,computeFacilityCapacityMW,computeModuleCount,comparisonGroup,testScenarioId,horizonH,shareTolerance,maxENSLimitMWh,minRenewableUtilizationLimit,commonCableCapacityMW,commonElectrolyzerCapacityMW,commonComputeCapacityMW,status,auditPass,exitflag,eAvailableMWh,eElectricityInputMWh,eHydrogenInputMWh,eTotalComputeInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,maxShareDeviation,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,renewableUtilization,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,minimumGfmUpwardPowerHeadroomMW,minimumGfmUpwardEnergyHeadroomMWh,minimumGfmDownwardPowerHeadroomMW,minimumGfmDownwardEnergyHeadroomMWh,simultaneousCurtailmentCriticalENSCount,actualPeakCableSendMW,actualPeakElectrolyzerMW,actualPeakComputeFacilityMW
mix_E100,Power only,1,0,0,OPTIONAL_INPUT_ENERGY_OVER_FULL_HORIZON; BASE_COMPUTE_EXCLUDED,COMMON_V5_PHYSICAL_CAPACITY; STRATEGY_CHANGES_DISPATCH_ONLY,[假设值，待企业调研校准],DISPATCH_SHARE_POLICY,1,1,1,1,SUPPLIED_ANNUAL_TASK,NaN,NaN,LEGACY_22_OPERATION_SHARE,V5_ALL_CHANNEL_WEATHER_TASK_48H,48,0.02,0,0,200,100,120,PASS,1,1,11928.5091066399,4810.41390852029,0,720,0,1,0,0,0,4425.58079583867,0,669.144981412639,5347.46528376012,0.551707155022121,0,3262804.89846147,139026.906522028,-3123777.99193944,5.21012209855405,0,0,2.8421709430404e-14,0,200,0,20
