economicNetCostCNY,lifecycleEmissionKgCO2e,EENSMWh,calibrationVersion,normalizationStatus
1367865.25917601,198119.188161809,52.8756368224214,MIXED_PUBLIC_REFERENCE_AND_UNCALIBRATED,NOT_AVAILABLE_WITHOUT_IDEAL_AND_NADIR_CASES
