scenarioId,item,value,unit,dataStatus
asset_switch_C,annualizedEmbodiedEmissionKgCO2e,0,kgCO2e,[模型仿真结果；排放因子含假设值]
asset_switch_C,sourceEmissionKgCO2e,179063.70888327,kgCO2e,[模型仿真结果；排放因子含假设值]
asset_switch_C,bessThroughputEmissionKgCO2e,145.559695290859,kgCO2e,[模型仿真结果；排放因子含假设值]
asset_switch_C,gridImportEmissionKgCO2e,0,kgCO2e,[模型仿真结果；排放因子含假设值]
asset_switch_C,hydrogenDeliveryEmissionKgCO2e,0,kgCO2e,[模型仿真结果；排放因子含假设值]
