timeH,sourceMW,bessChargeMW,bessDischargeMW,electrolyzerMW,bessSOC,bessEnergyMWh,h2ProductionKg,h2InventoryKg,h2DeliveredKg,dcFacilityMW,marineMW,exportSendMW,spillMW,marineUnservedMW,busResidualMW
0,623.772118990119,15.3019390581717,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,387.175179931947,0,0
1,651.070163461889,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,429.580163461889,0,0
2,670.904032218032,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,449.414032218032,0,0
3,662.374588223506,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,440.884588223506,0,0
4,483.323320262499,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,261.833320262499,0,0
5,402.991010421535,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,181.576010421535,0,0
6,440.992037026981,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,219.862037026981,0,0
7,42.4097223194053,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,22.5697223194053,0,0,-3.93574062229618e-14
8,610.112292463422,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,388.622292463422,0,0
9,739.518509370593,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,518.028509370593,0,0
10,729.290562344978,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,507.800562344978,0,0
11,711.034156305716,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,489.724156305716,0,0
12,526.228407333196,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,305.098407333196,0,0
13,477.390906048432,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,255.960906048432,0,0
14,516.957363677254,0,0,0,0.590855263157895,94.5368421052631,0,0,0,0,18,200,295.467363677254,0,0
15,0,0,13.81,0,0.5,80,0,0,0,0,12.6,0,0,5.4,-9.43689570931383e-16
16,255.346187100264,0,0,0,0.5,80,0,0,0,0,18,200,34.7461871002637,0,0
17,658.460872773554,0,0,0,0.5,80,0,0,0,0,18,200,436.970872773554,0,0
18,622.198656632094,0,0,0,0.5,80,0,0,0,0,18,200,401.068656632094,0,0
19,634.871329322346,0,0,0,0.5,80,0,0,0,0,18,200,413.471329322346,0,0
20,260.964452369117,0,0,0,0.5,80,0,0,0,0,18,200,40.3744523691166,0,0
21,296.505740131106,0,0,0,0.5,80,0,0,0,0,18,200,75.4657401311059,0,0
22,468.439260339807,0,0,0,0.5,80,0,0,0,0,18,200,246.949260339807,0,0
23,452.424903082161,0,0,0,0.5,80,0,0,0,0,18,200,230.934903082161,0,0
