economicNetCostCNY,lifecycleEmissionKgCO2e,EENSMWh,calibrationVersion,normalizationStatus
7030877.21985723,179209.268578561,5.4,MIXED_PUBLIC_REFERENCE_AND_UNCALIBRATED,NOT_AVAILABLE_WITHOUT_IDEAL_AND_NADIR_CASES
