timeH,sourceAvailableMW,sourceActualMW,sourceAuxMW,collectionLossMW,bessChargeRequestedMW,bessChargeActualMW,bessDischargeRequestedMW,bessDischargeActualMW,electrolyzerRequestedMW,electrolyzerActualMW,bessSOC,bessEnergyMWh,h2ProductionKg,h2InventoryKg,h2StorageLossKg,waterConsumptionM3,electrolyzerOnlineModules,electrolyzerStartEvent,computeRequestedMW,dcFacilityActualMW,itPowerMW,dcAuxPowerMW,pue,computeServedMWhCS,computeQueueMWhCS,computeRigidUnservedMWhCS,computeFlexOverdueMWhCS,computeSpotDroppedMWhCS,computeGrossRevenueCNY,computeSLAPenaltyCNY,marineRequestedMW,marineActualMW,marineUnservedMW,exportInitialRequestedMW,exportFinalRequestedMW,exportSendActualMW,cableReceiveMW,cableLossMW,h2WithdrawnKg,h2DeliveredKg,h2PipeDeliveredKg,h2ShipDeliveredKg,computeReleasedMW,marineTopUpMW,exportTopUpMW,electrolyzerTopUpMW,spillMW,criticalUnservedMW,totalUnservedMW,busResidualMW,windAvailableMW,windActualMW,windAuxMW,windCollectionLossMW,pvAvailableMW,pvActualMW,pvAuxMW,pvCollectionLossMW,tidalAvailableMW,tidalActualMW,tidalAuxMW,tidalCollectionLossMW
10,730.293006870663,729.290562344978,3.04,14.6363597597564,0,0,0,0,100,100,0.590855263157895,94.5368421052631,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,18.7952979267563,0,0,105.8,524665.052256859,0,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,287.800566321656,0,0,0,627.060281792791,627.060281792791,2.4,12.7971486080161,76.1112694001934,75.1088248745076,0.16,1.14378921128692,27.1214556776788,27.1214556776788,0.48,0.695421940453303
11,714.843592062031,711.034156305716,2.86,14.1324307853863,0,0,0,0,100,100,0.590855263157895,94.5368421052631,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,19.8748277204319,0,0,105.8,524665.052256859,0,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,269.724160282395,0,0,0,633.140852171073,632.131416414759,2.4,12.9006411513216,78.8,76,0.16,1.15736040609137,2.90273989095769,2.90273989095769,0.3,0.0744292279732742
12,529.028407333196,526.228407333196,2.68,10.345695249626,0,0,0,0,100,100,0.590855263157895,94.5368421052631,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,20.9543575141076,0,0,105.8,524665.052256859,0,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,85.0984113098745,0,0,0,450.228407333196,450.228407333196,2.4,9.18833484353461,78.8,76,0.16,1.15736040609137,0,0,0.12,0
13,478.306086161198,477.390906048432,2.98,9.37681792992554,0,0,0,0,100,100,0.590855263157895,94.5368421052631,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,22.0338873077832,0,0,105.8,524665.052256859,0,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,35.9609100251109,0,0,0,397.904897375165,397.904897375165,2.4,8.12050810969724,75.9966221105117,75.0814419977457,0.16,1.14337221316364,4.40456667552142,4.40456667552142,0.42,0.112937607064652
14,516.957363677254,516.957363677254,3.04,10.3439418445667,0,0,0,0,100,100,0.590855263157895,94.5368421052631,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,23.1134171014588,0,0,105.8,524665.052256859,0,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,75.4673676539327,0,0,0,426.819992648882,426.819992648882,2.4,8.71061209487514,65.1023703213648,65.1023703213648,0.16,0.991406654640073,25.0350007070071,25.0350007070071,0.48,0.641923095051465
15,0,0,0.76,0,0,0,13.81,13.81,0,0,0.5,80,0,0,0,0,0,0,0,0,0,0,1,0,48.7134171014588,64,2.31341710145882,128,0,5074041.18670099,18,12.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,-9.43689570931383e-16,0,0,0.6,0,0,0,0.04,0,0,0,0.12,0
16,401.03650287361,255.346187100264,2.15,5.23436276412507,0,0,0,0,99.4442480420919,99.4442480420919,0.5,80,1751.7042107115,0,0,27.8520969503129,5,1,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,27.5929468951344,0,4.19294689513444,128,562970.9346098,98657.5740031634,18,18,0,15.3019390581717,15.3019430348505,15.3019430348505,14.0777875920625,1.22415544278804,1751.7042107115,1734.18716860439,1734.18716860439,0,3.97667872675811e-06,0,3.97667872675811e-06,0,0,0,0,-4.15778522722121e-14,368.629805214293,223.944252566484,1.65,4.57029086870375,13.5514591329082,13.5514591329082,0.11,0.206367397963069,18.8552385264083,17.8504754008719,0.39,0.457704497458253
17,671.056780408428,658.460872773554,3.04,13.4004567303221,0,0,0,0,100,100,0.5,80,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,26.8724766888101,0,6.07247668881007,107.6,527770.934609801,142881.80444259,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,216.970876750233,0,0,0,651.547649562803,638.951741927929,2.4,13.0398314679169,13.4076860691151,13.4076860691151,0.16,0.204177960443377,6.10144477650973,6.10144477650973,0.48,0.156447301961788
18,622.198656632094,622.198656632094,2.68,12.6932089127282,0,0,0,0,100,100,0.5,80,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,27.9520064824857,0,7.95200648248571,105.8,524665.052256859,187106.034882017,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,181.068660608773,0,0,0,621.286862192955,621.286862192955,2.4,12.6793237182236,0.911794439138966,0.911794439138966,0.16,0.0138851945046543,0,0,0.12,0
19,637.384137972535,634.871329322346,2.95,12.976566534432,0,0,0,0,100,100,0.5,80,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,29.0315362761613,0,9.83153627616134,105.8,524665.052256859,231330.265321443,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,193.471333299025,0,0,0,633.560457599722,631.047648949533,2.4,12.8785234479497,0,0,0.16,0,3.82368037281266,3.82368037281266,0.39,0.0980430864823759
20,260.964452369117,260.964452369117,2.14,5.45921202199763,0,0,0,0,100,100,0.5,80,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,30.111066069837,0,10.911066069837,105.8,524665.052256859,256730.966349105,18,18,0,20.3744523691166,20.3744563457954,20.3744563457954,18.7444998381318,1.62995650766363,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,3.97667872675811e-06,0,0,0,0,-7.44404538011167e-14,235.470399204925,235.470399204925,1.5,4.80551835112092,0,0,0.16,0,25.4940531641917,25.4940531641917,0.48,0.65369367087671
21,325.500711685366,296.505740131106,2.59,6.23952059922194,0,0,0,0,100,100,0.5,80,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,31.1905958635126,0,11.9905958635126,105.8,524665.052256859,282131.667376767,18,18,0,55.465740131106,55.4657441077847,55.4657441077847,51.0284845791619,4.43725952862277,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,3.97667872675811e-06,0,0,0,0,-3.66928709638614e-14,287.811098598951,260.505740131106,1.95,5.31644367614502,0,0,0.16,0,37.6896130864143,36,0.48,0.923076923076923
22,468.931683359285,468.439260339807,3.04,9.73281817291987,0,0,0,0,100,100,0.5,80,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,33.0701256571882,0,13.0701256571883,117.8,545370.9346098,307532.36840443,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,26.9492643164858,0,0,0,435.410822820069,435.410822820069,2.4,8.88593515959324,0,0,0.16,0,33.5208605392168,33.0284375197384,0.48,0.846883013326625
23,452.424903082161,452.424903082161,3.04,9.29320904504466,0,0,0,0,100,100,0.5,80,1761.4937466972,0,0,28.0077505724855,5,0,120,119.999996023321,111.488329144427,8.51166687889424,1.07634581076076,110.720470206324,34.9496554508639,0,14.1496554508639,117.8,545370.9346098,1155277.90357006,18,18,0,200,200,200,184,16,1761.4937466972,1743.87880923023,1743.87880923023,0,3.97667872675811e-06,0,0,0,10.9349070588396,0,0,0,440.949776594555,440.949776594555,2.4,8.99897503254194,0,0,0.16,0,11.475126487606,11.475126487606,0.48,0.294234012502718
