Portfolio,CV_1h,P05_1h_pu,LowFraction_1h,MaxLowDuration_1h_h
仅风电,0.286878894950038,0.321204575201118,0.00787949015063731,5.66666666666667
风电+光伏,0.282500132549919,0.300876636967677,0.00787949015063731,5.66666666666667
风电+光伏+潮流能,0.274422446766719,0.306989632091804,0.00787949015063731,5.66666666666667
