economicNetCostCNY,lifecycleEmissionKgCO2e,EENSMWh,calibrationVersion,normalizationStatus
6720918.35117846,217968.190986456,5.4,MIXED_PUBLIC_REFERENCE_AND_UNCALIBRATED,NOT_AVAILABLE_WITHOUT_IDEAL_AND_NADIR_CASES
