strategyId,strategyClass,horizonH,productMixEnabled,targetElectricityShare,targetHydrogenShare,targetComputeShare,activeRatioHours,maxHourlyShareDeviation,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,realizedElectricityInputShare,realizedHydrogenInputShare,realizedComputeInputShare,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,auditPass,allHoursOptimal,informationBoundary,parameterStatus,scenarioId,extremeEventIncluded,comparisonBoundary
model_causal_myopic_1h_annual,MODEL_CAUSAL_MYOPIC_ANNUAL,8760,0,NaN,NaN,NaN,7957,NaN,2014114.53319666,1302797.92922027,933544.498153921,3.3462846820219e-12,144883.041722681,0.865653429307583,3.1029295509319e-18,0.134346570692417,858860.938301608,0,177069.114273462,711316.60397639,11955.8843742121,462267544.183556,162792475.999631,-299453207.183926,1,1,CAUSAL_1H_CURRENT_OBSERVATION_PLUS_PREVIOUS_TERMINAL_STATE,[假设值，待企业调研校准],V5_ANNUAL_2025_MULTISOURCE_EXTREME_PROXY_V2,1,MODEL_ONLY; NOT_RANKED_WITH_22_FIXED_POLICIES
