timeH,eventCode,eAvailableMWh,eSourceUsedMWh,eElectricityInputMWh,eHydrogenInputMWh,eFlexibleComputeInputMWh,eCableReceivedMWh,h2DeliveredKg,eComputeServiceMWhCS,eCurtailmentMWh,ensMWh,outputRevenueCNY,operatingCostCNY,economicNetCostCNY,exitflag,auditPass,strategyId,realizedElectricityShare,realizedHydrogenShare,realizedComputeShare,ratioActive,pSourceAvailableMW,pSourceUsedMW,pCurtailmentMW,pBessChargeMW,pBessDischargeMW,bessSOC,pElectrolyzerMW,h2InventoryKg,pH2PowerMW,pCableSendMW,pComputeFacilityMW,pMarineUnservedMW,pInternalUnservedMW,pWindAvailableMW,pPVAvailableMW,pTidalAvailableMW
2749,NORMAL,77.9302277585666,77.9302277585666,32.8048762120379,-9.76996261670138e-15,18.149045549231,30.1804861150749,0,22.0294615135734,0,0,27279.7057582137,1558.60455517133,-25721.1012030423,1,1,model_causal_myopic_1h_annual,0.643814550050465,-1.91741131575229e-16,0.356185449949535,1,77.9302277585666,77.9302277585666,0,0,0,0.10625,-9.76996261670138e-15,2.45691629696e-11,0,32.8048762120379,23.6353515465286,0,0,73.108,0,4.82222775856656
2750,NORMAL,84.8834707741664,84.8834707741664,39.852931816122,-9.76996261670138e-15,18.0680559149124,36.6646972708322,0,21.9410766083947,0,0,29569.829321697,1697.66941548333,-27872.1599062136,1,1,model_causal_myopic_1h_annual,0.688056840487348,-1.68677417278687e-16,0.311943159512652,1,84.8834707741664,84.8834707741664,0,0,0,0.10625,-9.76996261670138e-15,2.43970656890521e-11,0,39.852931816122,23.5405389580445,0,0,78.4,0,6.48347077416645
2751,NORMAL,64.5786334213274,64.5786334213274,19.5971384704297,-6.21724893790088e-15,18.0261615546322,18.0293673927954,0,21.8953506248774,0,0,22838.247573845,1291.57266842655,-21546.6749054185,1,1,model_causal_myopic_1h_annual,0.52087771294319,-1.65249963021835e-16,0.47912228705681,1,64.5786334213274,64.5786334213274,0,0,0,0.10625,-6.21724893790088e-15,2.42875492377944e-11,0,19.5971384704297,23.4914949508977,0,0,56.056,0,8.52263342132742
2752,NORMAL,40.7834707741664,40.7834707741664,0,-2.66453525910038e-15,13.8898813756264,0,0,17.9825521062715,0,0,14391.2760531357,815.669415483329,-13575.6066376524,1,1,model_causal_myopic_1h_annual,0,-1.91832830464343e-16,1,1,40.7834707741664,40.7834707741664,0,0,0,0.10625,-2.66453525910038e-15,2.42406136158268e-11,0,0,19.2934707741664,0,0,34.3,0,6.48347077416645
2753,NORMAL,32.9966153312538,32.9966153312538,6.11209872067685,0,0,5.6231308230227,0,5.02797624854552,0,0,11400.3292345468,659.932306625076,-10740.3969279218,1,1,model_causal_myopic_1h_annual,1,0,0,1,32.9966153312538,32.9966153312538,0,0,0,0.10625,0,2.42406136158268e-11,0,6.11209872067685,5.39451661057694,0,0,29.6352,0,3.36141533125378
2754,NORMAL,26.9696,26.9696,0.358536918794682,0,0,0.329853965291108,0,5.10863882987684,0,0,8158.82887341891,539.392,-7619.43687341891,1,1,model_causal_myopic_1h_annual,1,0,0,1,26.9696,26.9696,0,0,0,0.10625,0,2.42406136158268e-11,0,0.358536918794682,5.48106308120532,0,0,26.9696,0,0
2755,NORMAL,23.52,23.52,0,0,0,0,0,5.02773909825547,0,3.00426920439955,7012.58878780787,30513.0920439955,23500.5032561876,1,1,model_causal_myopic_1h_annual,0,0,0,0,23.52,23.52,0,0,0,0.10625,0,2.42406136158268e-11,0,0,5.39426920439955,3.00426920439955,0,23.52,0,0
2756,NORMAL,19.2864,19.2864,0,0,0,0,0,4.9700446052387,0,7.17597216774667,5732.23065229535,72145.4496774667,66413.2190251714,1,1,model_causal_myopic_1h_annual,0,0,0,0,19.2864,19.2864,0,0,0,0.10625,0,2.42406136158268e-11,0,0,5.33237216774668,7.17597216774667,0,19.2864,0,0
2757,NORMAL,15.2096,15.2096,0,0,0,0,0,5.15362834230671,0,11.4497431812928,4541.89121676551,114801.623812928,110259.732596163,1,1,model_causal_myopic_1h_annual,0,0,0,0,15.2096,15.2096,0,0,0,0.10625,0,2.42406136158268e-11,0,0,5.52934318129281,11.4497431812928,0,15.2096,0,0
2758,NORMAL,14.1398474881818,14.1398474881818,0,-8.88178419700125e-16,0,0,0,5.00522615484994,0,12.3602780451303,4194.52966388589,123885.577401066,119691.04773718,1,1,model_causal_myopic_1h_annual,0,0,0,0,14.1398474881818,14.1398474881818,0,0,0,0.10625,-8.88178419700125e-16,2.42249684085043e-11,0,0,5.37012553331205,12.3602780451303,0,13.7984,0.341447488181794,0
2759,NORMAL,21.1819878782653,21.1819878782653,0,0,0,0,0,5.05668099366735,0,5.37334727713176,6316.33631369415,54157.1125288829,47840.7762151888,1,1,model_causal_myopic_1h_annual,0,0,0,0,21.1819878782653,21.1819878782653,0,0,0,0.10625,0,2.42249684085043e-11,0,0,5.42533515539709,5.37334727713176,0,15.0528,6.12918787826533,0
2760,NORMAL,29.0532007884535,29.0532007884535,0,8.88178419700125e-16,2.02665492819806,0,0,7.04927302248625,0,0,8924.63651124312,581.064015769069,-8343.57249547406,1,1,model_causal_myopic_1h_annual,0,4.38248469111524e-16,1,1,29.0532007884535,29.0532007884535,0,0,0,0.10625,8.88178419700125e-16,2.42406136158268e-11,0,0,7.56320078845346,0,0,15.9936,12.4175553581358,0.642045430317657
2761,NORMAL,39.8886794562742,39.8886794562742,0,4.44089209850063e-15,12.9622284746238,0,0,17.1484893870508,0,0,13974.2446935254,797.773589125485,-13176.4711043999,1,1,model_causal_myopic_1h_annual,0,3.42602516781321e-16,1,1,39.8886794562742,39.8886794562742,0,0,0,0.10625,4.44089209850063e-15,2.43188396524395e-11,0,0,18.3986794562742,0,0,18.1888,20.3672069029089,1.33267255336529
2762,NORMAL,50.9863070561211,50.9863070561211,0,-3.5527136788005e-15,24.0025870113717,0,0,27.4920658945967,0,0,19146.0329472984,1019.72614112242,-18126.3068061759,1,1,model_causal_myopic_1h_annual,0,-1.48013781894315e-16,1,1,50.9863070561211,50.9863070561211,0,0,0,0.10625,-3.5527136788005e-15,2.42562588231493e-11,0,0,29.4963070561211,0,0,22.5792,26.2446363865875,2.16247066953362
2763,NORMAL,67.0918023856695,67.0918023856695,0,-1.77635683940025e-15,25.8607689409009,0,0,29.0724198342251,0,0,19936.2099171125,1341.83604771339,-23344.6193448329,1,1,model_causal_myopic_1h_annual,0,-6.86892506351889e-17,1,1,67.0918023856695,67.0918023856695,0,14.4099665567535,0,0.191809176430724,-1.77635683940025e-15,2.42249684085043e-11,0,0,31.191835828916,0,0,26.656,37.0743870544157,3.36141533125378
2764,NORMAL,85.6433341800359,85.6433341800359,0,0,27.6383255566599,0,0,30.9177446463797,0,0,20858.8723231898,1712.86668360072,-29359.1185454241,1,1,model_causal_myopic_1h_annual,0,0,1,1,85.6433341800359,85.6433341800359,0,30.9816863516912,0,0.375762939143891,0,2.42249684085043e-11,0,0,33.1716478283447,0,0,29.9488,50.8723064214694,4.82222775856656
2765,NORMAL,97.6245927252145,97.6245927252145,0,-8.88178419700125e-15,26.5561917799838,0,0,29.794408819571,0,0,20297.2044097855,1952.49185450429,-32904.7629080614,1,1,model_causal_myopic_1h_annual,0,-3.34452479880633e-16,1,1,97.6245927252145,97.6245927252145,0,44.1682097763694,0,0.638011684691084,-8.88178419700125e-15,2.4068516335279e-11,0,0,31.9663829488451,0,0,40.18,50.961121951048,6.48347077416645
2766,NORMAL,119.91550052262,119.91550052262,22.9541210949933,3.5527136788005e-15,26.9452104713751,21.1177914073938,0,30.1982853543367,0,0,25567.4126149429,2398.31001045241,-37367.6938704415,1,1,model_causal_myopic_1h_annual,0.46000858878166,7.11976206349624e-17,0.53999141121834,1,119.91550052262,119.91550052262,0,43.0717162625542,0,0.89375,3.5527136788005e-15,2.41310971645691e-11,0,22.9541210949933,32.3996631650729,0,0,58.408,45.1031721868938,16.4043283357266
2767,NORMAL,137.221629006808,137.221629006808,83.684059763612,-4.44089209850063e-15,26.6290888893549,76.989334982523,0,29.8701496671486,0,0,48051.2354272826,2744.43258013616,-45306.8028471464,1,1,model_causal_myopic_1h_annual,0.758604579648732,-4.02571420789664e-17,0.241395420351268,1,137.221629006808,137.221629006808,0,0,0,0.89375,-4.44089209850063e-15,2.40528711279564e-11,0,83.684059763612,32.0475692431962,0,0,80.164,37.4709135049538,19.5867155018544
2768,NORMAL,141.53430359233,141.53430359233,96.8688849567862,4.44089209850063e-15,17.7561784255887,89.1193741602433,0,21.6008283944692,0,0,48283.3888949222,2830.6860718466,-45452.7028230756,1,1,model_causal_myopic_1h_annual,0.845093403644574,3.87427667864084e-17,0.154906596355426,1,141.53430359233,141.53430359233,0,0,0,0.89375,4.44089209850063e-15,2.41310971645691e-11,0,96.8688849567862,23.1754186355439,0,0,97.216,21.5836702480562,22.7346333442739
2769,NORMAL,148.841003853426,148.841003853426,103.358117618153,4.44089209850063e-15,18.4544568106919,95.0894682087011,0,22.3627819044873,0,0,50813.5995073761,2976.82007706853,-47836.7794303075,1,1,model_causal_myopic_1h_annual,0.84850121674859,3.64567625249124e-17,0.15149878325141,1,148.841003853426,148.841003853426,0,0,0,0.89375,4.44089209850063e-15,2.42093232011817e-11,0,103.358117618153,23.992886235273,0,0,114.856,8.00134394743019,25.9836599059962
2770,NORMAL,155.612554387645,155.612554387645,112.569900405603,-4.44089209850063e-15,16.3700363819197,103.564308373155,0,20.0883656499147,0,0,52727.3338392932,3112.25108775289,-49615.0827515403,1,1,model_causal_myopic_1h_annual,0.873041380430522,-3.44415563489741e-17,0.126958619569478,1,155.612554387645,155.612554387645,0,0,0,0.89375,-4.44089209850063e-15,2.41310971645691e-11,0,112.569900405603,21.5526539820415,0,0,126.028,0.409764518844435,29.1747898688002
2771,NORMAL,155.7907898688,155.7907898688,111.663982102701,8.88178419700125e-16,17.2961088259022,102.730863534485,0,21.0988869804298,0,0,52932.5543626295,3115.815797376,-49816.7385652535,1,1,model_causal_myopic_1h_annual,0.865880143993711,6.88723475072495e-18,0.134119856006289,1,155.7907898688,155.7907898688,0,0,0,0.89375,8.88178419700125e-16,2.41467423718916e-11,0,111.663982102701,22.6368077660993,0,0,126.616,0,29.1747898688002
2772,NORMAL,121.324,121.324,76.8842256009427,-8.88178419700125e-16,17.8709533568851,70.7334875528673,0,21.7261587212161,0,0,41727.1348796403,2426.48,-39300.6548796403,1,1,model_causal_myopic_1h_annual,0.811398663867873,-9.37340237725077e-18,0.188601336132127,1,121.324,121.324,0,0,0,0.89375,-8.88178419700125e-16,2.41310971645691e-11,0,76.8842256009427,23.3097743990573,0,0,121.324,0,0
2773,NORMAL,113.092,113.092,68.4322175492023,-5.32907051820075e-15,18.0588850934705,62.9576401452661,0,21.9312458940074,0,0,39030.3733992995,2261.84,-36768.5333992995,1,1,model_causal_myopic_1h_annual,0.791205285379716,-6.16140892574481e-17,0.208794714620284,1,113.092,113.092,0,0,0,0.89375,-5.32907051820075e-15,2.40372259206339e-11,0,68.4322175492023,23.5297824507977,0,0,113.092,0,0
2774,NORMAL,99.568,99.568,55.1525883887223,3.5527136788005e-15,17.8501474575568,50.7403813176245,0,21.7035025336085,0,0,34518.2885411491,1991.36,-32526.9285411491,1,1,model_causal_myopic_1h_annual,0.755486595801784,4.86654868151983e-17,0.244513404198216,1,99.568,99.568,0,0,0,0.89375,3.5527136788005e-15,2.4099806749924e-11,0,55.1525883887223,23.2854116112777,0,0,99.568,0,0
2775,NORMAL,89.572,89.572,45.358451041642,3.5527136788005e-15,17.6777202473655,41.7297749583106,0,21.5153790465501,0,0,31180.4085082669,1791.44,-29388.9685082669,1,1,model_causal_myopic_1h_annual,0.719562278515982,5.63599217108548e-17,0.280437721484018,1,89.572,89.572,0,0,0,0.89375,3.5527136788005e-15,2.41623875792141e-11,0,45.358451041642,23.083548958358,0,0,89.572,0,0
2776,NORMAL,81.7384706695336,81.7384706695336,37.7314645813812,-9.76996261670138e-15,17.1937870528292,34.7129474148707,0,20.9873488704237,0,0,28390.3355045653,1634.76941339067,-26755.5660911746,1,1,model_causal_myopic_1h_annual,0.686960249771164,-1.77877430253157e-16,0.313039750228836,1,81.7384706695336,81.7384706695336,0,0,0,0.89375,-9.76996261670138e-15,2.39902902986663e-11,0,37.7314645813812,22.5170060881524,0,0,79.576,0,2.16247066953362
2777,NORMAL,78.8214153312538,78.8214153312538,126.938754539448,-8.88178419700125e-16,0,116.783654176292,0,5.02632486179102,0,0,80319.0280201966,3826.42830662508,-49097.8628714663,1,1,model_causal_myopic_1h_annual,1,-6.99690510532078e-18,0,1,78.8214153312538,78.8214153312538,0,0,75,0.400328947368421,-8.88178419700125e-16,2.39746450913438e-11,0,126.938754539448,5.39266079180578,0,0,75.46,0,3.36141533125378
2778,NORMAL,81.4582277585665,81.4582277585665,99.0347241248739,9.76996261670138e-15,0,91.111946194884,0,5.25081291513448,0,0,64514.8130983953,2970.16455517133,-45217.3853853293,1,1,model_causal_myopic_1h_annual,1,9.86518890523926e-17,0,1,81.4582277585665,81.4582277585665,0,0,44.7,0.10625,9.76996261670138e-15,2.41467423718916e-11,0,99.0347241248739,5.63350363369258,0,0,76.636,0,4.82222775856656
2779,NORMAL,84.8834707741664,84.8834707741664,58.1234924105618,-7.105427357601e-15,0,53.4736130177169,0,4.91198817814422,0,0,41009.6341600566,1697.66941548333,-39311.9647445733,1,1,model_causal_myopic_1h_annual,1,-1.22247082253954e-16,0,1,84.8834707741664,84.8834707741664,0,0,0,0.10625,-7.105427357601e-15,2.40215807133114e-11,0,58.1234924105618,5.2699783636046,0,0,78.4,0,6.48347077416645
2780,NORMAL,98.0946334213274,98.0946334213274,71.2942046622452,-2.66453525910038e-15,0,65.5906682892656,0,4.94969664031721,0,0,48541.0626595033,1961.89266842655,-46579.1699910768,1,1,model_causal_myopic_1h_annual,1,-3.73737987782254e-17,0,1,98.0946334213274,98.0946334213274,0,0,0,0.10625,-2.66453525910038e-15,2.39746450913438e-11,0,71.2942046622452,5.3104287590822,0,0,89.572,0,8.52263342132742
2781,NORMAL,105.738633421327,105.738633421327,78.8465518153206,-3.5527136788005e-15,0,72.5388276700949,0,5.03512956852421,0,0,52891.637939721,2114.77266842655,-50776.8652712944,1,1,model_causal_myopic_1h_annual,1,-4.50585802042668e-17,0,1,105.738633421327,105.738633421327,0,0,0,0.10625,-3.5527136788005e-15,2.39120642620536e-11,0,78.8465518153206,5.40208160600687,0,0,97.216,0,8.52263342132742
2782,NORMAL,106.929476943839,106.929476943839,62.7109778146609,-5.32907051820075e-15,17.3744560634234,57.694099589488,0,21.1846251120637,0,0,36762.1884082475,2138.58953887679,-34623.5988693707,1,1,model_causal_myopic_1h_annual,0.783050984154335,-6.65423193725005e-17,0.216949015845665,1,106.929476943839,106.929476943839,0,0,0,0.10625,-5.32907051820075e-15,2.38181930181184e-11,0,62.7109778146609,22.7284991291786,0,0,100.156,0.290006169672982,6.48347077416645
2783,NORMAL,105.935259839086,105.935259839086,62.8902589011729,-7.99360577730113e-15,16.3720711337189,57.859038189079,0,20.0908626990751,0,0,36274.685097606,2118.70519678172,-34155.9799008243,1,1,model_causal_myopic_1h_annual,0.793444488365258,-1.0084999739198e-16,0.206555511634743,1,105.935259839086,105.935259839086,0,0,0,0.10625,-7.99360577730113e-15,2.36773861522157e-11,0,62.8902589011729,21.5550009379131,0,0,95.452,5.6610320805194,4.82222775856656
2784,NORMAL,101.261764449462,101.261764449462,0,0,18.4379985848163,0,0,22.3451828980208,0,0,16572.5914490104,2025.23528898924,-33059.9022661178,1,1,model_causal_myopic_1h_annual,0,0,1,1,101.261764449462,101.261764449462,0,56.1581862766469,0,0.439689231017591,0,2.36773861522157e-11,0,0,23.9735781728153,0,0,88.984,12.2777644494622,0
2785,NORMAL,100.794444205809,100.794444205809,0,-4.44089209850063e-15,26.3200323098257,0,0,29.5498687556136,0,0,20174.9343778068,2015.88888411617,-33969.4365386584,1,1,model_causal_myopic_1h_annual,0,-1.68726696313468e-16,1,1,100.794444205809,100.794444205809,0,47.9611437736016,0,0.72445852217335,-4.44089209850063e-15,2.3599160115603e-11,0,0,31.703300432207,0,0,74.872,25.9224442058086,0
2786,NORMAL,103.270890972223,103.270890972223,21.8308688506955,8.88178419700125e-16,26.4048537579944,20.0843993426399,0,29.637926284455,0,0,25039.2189844611,2065.41781944447,-32372.8640139522,1,1,model_causal_myopic_1h_annual,0.452587162999453,1.84132914708344e-17,0.547412837000548,1,103.270890972223,103.270890972223,0,28.51224889712,0,0.89375,8.88178419700125e-16,2.36148053229255e-11,0,21.8308688506955,31.797773224408,0,0,53.116,50.1548909722234,0
2787,NORMAL,100.262825673713,100.262825673713,47.9937844996224,-6.21724893790088e-15,25.8134192913933,44.1542817396527,0,29.0239399804428,0,0,30508.997607738,2005.25651347426,-28503.7410942638,1,1,model_causal_myopic_1h_annual,0.650258809905823,-8.4236343047285e-17,0.349741190094177,1,100.262825673713,100.262825673713,0,0,0,0.89375,-6.21724893790088e-15,2.35052888716678e-11,0,47.9937844996224,31.1390411740906,0,0,31.36,68.902825673713,0
2788,NORMAL,100.693295482631,100.693295482631,48.7815132226586,1.77635683940025e-15,25.4926593388502,44.8789921648459,0,28.6909493697277,0,0,30516.4328044269,2013.86590965263,-28502.5668947742,1,1,model_causal_myopic_1h_annual,0.656776259368774,2.39162117616213e-17,0.343223740631226,1,100.693295482631,100.693295482631,0,0,0,0.89375,1.77635683940025e-15,2.35365792863129e-11,0,48.7815132226586,30.7817822599728,0,0,27.5968,73.0964954826314,0
2789,NORMAL,93.3056210743872,93.3056210743872,40.0029287352866,3.5527136788005e-15,26.7414712525617,36.8026944364636,0,29.9873845475772,0,0,29226.3389385399,1866.11242148774,-27360.2265170521,1,1,model_causal_myopic_1h_annual,0.599345094758057,5.3228640596774e-17,0.400654905241943,1,93.3056210743872,93.3056210743872,0,0,0,0.89375,3.5527136788005e-15,2.3599160115603e-11,0,40.0029287352866,32.1726923391006,0,0,25.7152,67.5904210743872,0
2790,NORMAL,79.9168882604138,79.9168882604138,35.8496571162467,-1.4210854715202e-14,17.5527582999407,32.981684546947,0,21.3792369096003,0,0,24005.2227460674,1598.33776520828,-22406.8849808591,1,1,model_causal_myopic_1h_annual,0.67131152845532,-2.66108838045075e-16,0.32868847154468,1,79.9168882604138,79.9168882604138,0,0,0,0.89375,-1.4210854715202e-14,2.33488367984425e-11,0,35.8496571162467,22.9372311441671,0,0,24.7744,55.1424882604138,0
2791,NORMAL,67.7741919912073,67.7741919912073,22.3661901040465,2.66453525910038e-15,18.6980371523459,20.5768948957228,0,22.6289381457373,0,0,24122.1512353288,1355.48383982415,-22766.6673955047,1,1,model_causal_myopic_1h_annual,0.544663606218592,6.48870181451081e-17,0.455336393781408,1,67.7741919912073,67.7741919912073,0,0,0,0.89375,2.66453525910038e-15,2.33957724204101e-11,0,22.3661901040465,24.2780018871608,0,0,24.1472,43.6269919912073,0
2792,NORMAL,48.868770007316,48.868770007316,4.01895995344254,-1.24344978758018e-14,18.2212319355149,3.69744315716714,0,22.1086623536978,0,0,17785.410713429,977.375400146319,-16808.0353132827,1,1,model_causal_myopic_1h_annual,0.180707071841319,-5.59100296341223e-16,0.819292928158682,1,48.868770007316,48.868770007316,0,0,0,0.89375,-1.24344978758018e-14,2.31767395178946e-11,0,4.01895995344254,23.7198100538735,0,0,22.2656,26.603170007316,0
2793,NORMAL,30.998578401218,30.998578401218,0,-1.4210854715202e-14,18.0671242242819,0,0,21.9405049971758,0,0,16370.2524985879,1030.09612584693,-10346.7100020591,1,1,model_causal_myopic_1h_annual,0,-7.86558753833268e-16,1,1,30.998578401218,30.998578401218,0,0,13.6708185940858,0.803810403986278,-1.4210854715202e-14,2.29264162007341e-11,0,0,23.5393969953038,0,0,20.5408,10.457778401218,0
2794,NORMAL,19.5073547042454,19.5073547042454,0,0,17.7463208534141,0,0,21.5904528645132,0,0,16195.2264322566,1133.74146685656,-6007.89733902243,1,1,model_causal_myopic_1h_annual,0,0,1,1,19.5073547042454,19.5073547042454,0,0,24.7864790923883,0.640741462588987,0,2.29264162007341e-11,0,0,23.1638337966336,0,0,18.9728,0.534554704245383,0
2795,NORMAL,18.01805859082,18.01805859082,0,-1.77635683940025e-15,18.3036903644564,0,0,22.1986424546581,0,0,16499.3212273291,1179.00970813844,-5352.90653309416,1,1,model_causal_myopic_1h_annual,0,-9.7049108897172e-17,1,1,18.01805859082,18.01805859082,0,0,27.2882845440681,0.461213274799065,-1.77635683940025e-15,2.28951257860891e-11,0,0,23.8163431348882,0,0,17.8752,0,0.142858590820011
2796,NORMAL,21.7070153312538,21.7070153312538,0,8.88178419700125e-16,17.9246826193182,0,0,21.785079568186,0,0,16292.539784093,1128.80907491744,-6705.83377593163,1,1,model_causal_myopic_1h_annual,0,4.95505799775164e-17,1,1,21.7070153312538,21.7070153312538,0,0,23.1556256097456,0.308873632629686,8.88178419700125e-16,2.29107709934116e-11,0,0,23.3726409409994,0,0,18.3456,0,3.36141533125378
2797,NORMAL,25.0494277585666,25.0494277585666,0,0,16.8242909183807,0,0,20.5843540499681,0,0,15692.1770249841,1056.73810316044,-7868.94442525448,1,1,model_causal_myopic_1h_annual,0,0,1,1,25.0494277585666,25.0494277585666,0,0,18.5249849329703,0.186998731754881,0,2.29107709934116e-11,0,0,22.0844126915368,0,0,20.2272,0,4.82222775856656
2798,NORMAL,27.4946707741665,27.4946707741665,0,3.5527136788005e-15,12.7745664233983,0,0,17.0369341588142,0,0,13918.4670794071,918.107632285587,-8517.18986009052,1,1,model_causal_myopic_1h_annual,0,2.78108356953174e-16,1,1,27.4946707741665,27.4946707741665,0,0,12.2738072267419,0.10625,3.5527136788005e-15,2.29733518227017e-11,0,0,18.2784780009084,0,0,21.0112,0,6.48347077416645
2799,NORMAL,28.1226334213274,28.1226334213274,0,0,1.23826153635881,0,0,6.18212006434198,0,0,8491.06003217099,562.452668426548,-7928.60736374444,1,1,model_causal_myopic_1h_annual,0,0,1,1,28.1226334213274,28.1226334213274,0,0,0,0.10625,0,2.29733518227017e-11,0,0,6.63263342132742,0,0,19.6,0,8.52263342132742
2800,NORMAL,21.6930707741665,21.6930707741665,0,0,0,0,0,4.86047903088298,0,5.01160856204317,6326.75694682854,50549.947035915,44223.1900890864,1,1,model_causal_myopic_1h_annual,0,0,0,0,21.6930707741665,21.6930707741665,0,0,0,0.10625,0,2.29733518227017e-11,0,0,5.21467933620962,5.01160856204317,0,15.2096,0,6.48347077416645
2801,NORMAL,11.0446153312538,11.0446153312538,0,0,0,0,0,5.03035244440428,0,15.8423163753803,3162.48130958806,158644.056060428,155481.57475084,1,1,model_causal_myopic_1h_annual,0,0,0,0,11.0446153312538,11.0446153312538,0,0,0,0.10625,0,2.29733518227017e-11,0,0,5.39693170663406,15.8423163753803,0,7.6832,0,3.36141533125378
2802,NORMAL,0,0,0,1.33226762955019e-15,0,0,0,0,0,26.4319130398733,0,389519.130398733,389519.130398733,1,1,model_causal_myopic_1h_annual,0,0,0,0,0,0,0,0,0,0.10625,1.33226762955019e-15,2.29968196336855e-11,0,0,0,18,3.13,0,0,0
2803,NORMAL,0,0,0,1.33226762955019e-15,0,0,0,0,0,26.6558251215624,0,391758.251215624,391758.251215624,1,1,model_causal_myopic_1h_annual,0,0,0,0,0,0,0,0,0,0.10625,1.33226762955019e-15,2.30202874446693e-11,0,0,0,18,3.13,0,0,0
2804,NORMAL,0,0,0,1.33226762955019e-15,0,0,0,0,0,26.5264416717403,0,390464.416717403,390464.416717403,1,1,model_causal_myopic_1h_annual,0,0,0,0,0,0,0,0,0,0.10625,1.33226762955019e-15,2.30437552556531e-11,0,0,0,18,3.13,0,0,0
2805,NORMAL,0,0,0,1.33226762955019e-15,0,0,0,0,0,26.6186097973235,0,391386.097973235,391386.097973235,1,1,model_causal_myopic_1h_annual,0,0,0,0,0,0,0,0,0,0.10625,1.33226762955019e-15,2.30672230666369e-11,0,0,0,18,3.13,0,0,0
2806,NORMAL,1.04389666524854,1.04389666524854,0,-6.66133814775094e-16,0,0,0,0,0,25.5525386019491,0,338990.397342854,338990.397342854,1,1,model_causal_myopic_1h_annual,0,0,0,0,1.04389666524854,1.04389666524854,0,0,0,0.10625,-6.66133814775094e-16,2.3055489161145e-11,0,0,0,18,2.08610333475146,0,1.04389666524854,0
2807,NORMAL,10.0086922399856,10.0086922399856,0,0,0,0,0,5.10265965121153,0,16.5958140043607,2972.58562429756,166158.313888406,163185.728264109,1,1,model_causal_myopic_1h_annual,0,0,0,0,10.0086922399856,10.0086922399856,0,0,0,0.10625,0,2.3055489161145e-11,0,0,5.47450624434623,16.5958140043607,0,0,10.0086922399856,0
2808,NORMAL,23.2373501051717,23.2373501051717,0,1.77635683940025e-15,0,0,0,5.09634038026233,0,3.72037603938692,6832.05737831509,37668.5073959726,30836.4500176575,1,1,model_causal_myopic_1h_annual,0,0,0,0,23.2373501051717,23.2373501051717,0,0,0,0.10625,1.77635683940025e-15,2.30867795757901e-11,0,0,5.46772614455861,3.72037603938692,0,0,22.595304674854,0.642045430317657
2809,NORMAL,34.9292728358912,34.9292728358912,0,0,7.86044737388927,0,0,12.5264240124894,0,0,11663.2120062447,698.585456717825,-10964.6265495269,1,1,model_causal_myopic_1h_annual,0,0,1,1,34.9292728358912,34.9292728358912,0,0,0,0.10625,0,2.30867795757901e-11,0,0,13.4392728358912,0,0,0,33.5966002825259,1.33267255336529
2810,NORMAL,54.1421190002783,54.1421190002783,0,-2.66453525910038e-15,17.1336708771309,0,0,20.9219277982237,0,0,15860.9638991118,1082.84238000557,-18142.368665246,1,1,model_causal_myopic_1h_annual,0,-1.5551455833419e-16,1,1,54.1421190002783,54.1421190002783,0,10.2055123498854,0,0.166845229577445,-2.66453525910038e-15,2.30398439538225e-11,0,0,22.4466066503929,0,0,0,51.9796483307447,2.16247066953362
2811,NORMAL,63.0079570416077,63.0079570416077,0,-4.44089209850063e-15,25.9991393352755,0,0,29.2167134206017,0,0,20008.3567103009,1260.15914083215,-22101.4173955274,1,1,model_causal_myopic_1h_annual,0,-1.7080919645964e-16,1,1,63.0079570416077,63.0079570416077,0,10.1720607494574,0,0.227241840277348,-4.44089209850063e-15,2.29616179172098e-11,0,0,31.3458962921503,0,0,0,59.6465417103539,3.36141533125378
2812,NORMAL,56.8960662417039,56.8960662417039,0,-8.88178419700125e-16,17.6866790981395,0,0,21.5253293787916,0,0,16162.6646893958,1137.92132483408,-19083.4105579956,1,1,model_causal_myopic_1h_annual,0,-5.02173649881822e-17,1,1,56.8960662417039,56.8960662417039,0,12.312049729816,0,0.300344635548131,-8.88178419700125e-16,2.29459727098873e-11,0,0,23.0940165118879,0,0,0,52.0738384831373,4.82222775856656
2813,NORMAL,62.3640443069752,62.3640443069752,0,-4.44089209850063e-15,17.0181684988127,0,0,20.7958504969666,0,0,15797.9252484833,1247.2808861395,-20669.8223425419,1,1,model_causal_myopic_1h_annual,0,-2.60950060449246e-16,1,1,62.3640443069752,62.3640443069752,0,18.5626512367605,0,0.410560377266396,-4.44089209850063e-15,2.28677466732746e-11,0,0,22.3113930702147,0,0,0.940800000000001,54.9397735328087,6.48347077416645
2814,NORMAL,66.1156325165384,66.1156325165384,0,3.5527136788005e-15,17.3542727855191,0,0,21.1625857740941,0,0,15981.2928870471,1322.31265033077,-21885.1587877283,1,1,model_causal_myopic_1h_annual,0,2.0471694335501e-16,1,1,66.1156325165384,66.1156325165384,0,21.9207600516063,0,0.540714890072808,3.5527136788005e-15,2.29303275025648e-11,0,0,22.7048724649321,0,0,0.3136,49.3977041808118,16.4043283357266
